"CONGLOME","VIVIENDA","HOGAR","UBIGEO","privacion_cocina","privacion_ilumina","privacion_comuni","privacion_electro","privacion_entreteni","puntaje","P101","P102","P1172.02","P207","P208A","P301A","MIEPERHO","Pobre_energético","ESTRATO","ingreso_pc_mensual","inseguridad_alimentaria","sexo_mujer","educacion_basica_completa","material_pared","estrato3","ingreso_pc_z","gasto_elec_z","distrito","provincia"
18654,31,11,"160113",0,0,1,1,1,0.39,1,7,10,1,69,6,1,1,2,1438.46419270833,0,0,1,"Precario","Urbano",0.499675817465494,-0.563465578279982,"San Juan Bautista","Maynas "
18654,63,11,"160113",0,0,0,0,0,0,1,1,19,2,35,6,1,0,2,2388.24283854167,1,1,1,"Duradero","Urbano",1.43124735873698,-0.402409573794402,"San Juan Bautista","Maynas "
18655,8,11,"160113",0,0,0,1,0,0.13,1,1,20,1,30,6,4,0,2,380.772542317708,1,0,1,"Duradero","Urbano",-0.53774005334498,-0.384514462184893,"San Juan Bautista","Maynas "
18645,64,11,"160113",1,0,0,0,0,0.4,1,1,61,2,46,10,8,1,2,1285.44409179688,1,1,1,"Duradero","Urbano",0.349589087386894,0.349185113804972,"San Juan Bautista","Maynas "
18624,35,11,"160113",1,0,0,1,0,0.53,1,8,15,2,70,4,1,1,2,427.753580729167,1,1,0,"Precario","Urbano",-0.491659633917254,-0.473990020232438,"San Juan Bautista","Maynas "
18725,37,11,"160113",0,0,0,1,0,0.13,1,7,0,1,38,6,6,0,7,477.047526041667,1,0,1,"Precario","Rural",-0.443310645643437,-0.742416694375072,"San Juan Bautista","Maynas "
18743,77,11,"160113",1,0,0,1,0,0.53,1,8,69,1,28,6,4,1,7,875.877115885417,0,0,1,"Precario","Rural",-0.0521265551763031,0.492346006681044,"San Juan Bautista","Maynas "
18743,78,11,"160113",1,0,0,1,1,0.66,1,7,12,2,42,3,7,1,7,231.974400111607,1,1,0,"Precario","Rural",-0.683685758990584,-0.527675355060965,"San Juan Bautista","Maynas "
18743,80,11,"160113",1,0,0,1,0,0.53,5,7,8,1,47,7,6,1,7,388.065511067708,1,0,1,"Precario","Rural",-0.530586889638166,-0.599255801499,"San Juan Bautista","Maynas "
18743,355,11,"160113",1,0,0,0,0,0.4,1,1,54,1,51,6,4,1,7,818.430013020833,1,0,1,"Duradero","Rural",-0.108472406277416,0.22391933253841,"San Juan Bautista","Maynas "
18743,356,11,"160113",1,0,0,0,0,0.4,1,1,35,2,46,6,4,1,7,436.154744466146,1,1,1,"Duradero","Rural",-0.483419519143917,-0.116087788042259,"San Juan Bautista","Maynas "
18743,359,11,"160113",1,0,0,1,0,0.53,1,7,5,1,69,4,1,1,7,621.741495768229,1,0,0,"Precario","Rural",-0.3013904361481,-0.652941136327527,"San Juan Bautista","Maynas "
18743,360,11,"160113",1,0,0,0,0,0.4,1,1,32,2,69,7,3,1,7,820.453396267361,1,1,1,"Duradero","Rural",-0.10648781096374,-0.169773122870786,"San Juan Bautista","Maynas "
18743,357,11,"160113",0,0,0,0,0,0,1,8,79,1,47,9,4,0,7,1543.33414713542,0,0,1,"Precario","Rural",0.602535431658012,0.671297122776133,"San Juan Bautista","Maynas "
18610,123,11,"160113",1,0,0,1,0,0.53,1,7,9,1,44,7,5,1,2,751.469270833333,1,0,1,"Precario","Urbano",-0.174149521758952,-0.581360689889491,"San Juan Bautista","Maynas "
18610,73,11,"160113",0,0,0,1,1,0.26,1,8,18,2,40,5,3,1,2,1022.14973958333,1,1,0,"Precario","Urbano",0.0913420457465317,-0.420304685403911,"San Juan Bautista","Maynas "
18610,6,11,"160113",1,0,0,1,0,0.53,1,7,17,1,65,6,2,1,2,624.743489583333,1,0,1,"Precario","Urbano",-0.298445990073751,-0.43819979701342,"San Juan Bautista","Maynas "
18610,56,11,"160113",1,0,1,1,0,0.66,1,9,0,1,76,3,2,1,2,397.259928385417,1,0,0,"Precario","Urbano",-0.521568727828225,-0.742416694375072,"San Juan Bautista","Maynas "
18610,23,11,"160113",1,0,1,1,0,0.66,1,7,20,1,59,6,1,1,2,597.228352864583,1,0,1,"Precario","Urbano",-0.325433666027333,-0.384514462184893,"San Juan Bautista","Maynas "
18610,40,11,"160113",1,0,0,1,0,0.53,1,1,140,1,51,8,10,1,2,780.714192708333,1,0,1,"Duradero","Urbano",-0.145465220353592,1.76289893095618,"San Juan Bautista","Maynas "
18625,23,11,"160113",1,0,0,0,0,0.4,1,1,34,1,68,9,3,1,2,1534.93109809028,1,0,1,"Duradero","Urbano",0.59429346771757,-0.133982899651768,"San Juan Bautista","Maynas "
18625,112,11,"160113",1,0,0,1,0,0.53,1,7,0,1,45,6,9,1,2,483.949074074074,1,0,1,"Precario","Urbano",-0.436541399181733,-0.742416694375072,"San Juan Bautista","Maynas "
18625,76,11,"160113",0,0,0,1,0,0.13,1,7,20,1,42,6,4,0,2,484.723836263021,0,0,1,"Precario","Urbano",-0.435781489059893,-0.384514462184893,"San Juan Bautista","Maynas "
18625,94,11,"160113",1,0,0,0,0,0.4,1,7,0,2,34,6,5,1,2,1017.72838541667,1,1,1,"Precario","Urbano",0.0870054482312916,-0.742416694375072,"San Juan Bautista","Maynas "
18725,142,11,"160113",1,0,0,1,0,0.53,1,7,17,1,68,8,2,1,7,634.418538411458,1,0,1,"Precario","Rural",-0.28895641038249,-0.43819979701342,"San Juan Bautista","Maynas "
18725,150,11,"160113",0,0,0,1,0,0.13,1,7,15,1,71,6,3,0,7,825.753526475694,1,0,1,"Precario","Rural",-0.101289283402842,-0.473990020232438,"San Juan Bautista","Maynas "
18725,148,11,"160113",1,0,0,0,0,0.4,1,7,28,1,36,6,6,1,7,135.323296440972,1,0,1,"Precario","Rural",-0.778484076479651,-0.241353569308822,"San Juan Bautista","Maynas "
18725,149,11,"160113",1,0,0,1,1,0.66,1,8,0,1,71,6,1,1,7,620.17431640625,1,0,1,"Precario","Rural",-0.302927572932647,-0.742416694375072,"San Juan Bautista","Maynas "
18725,38,11,"160113",0,0,0,1,0,0.13,1,8,15,1,35,3,1,0,7,1462.7119140625,0,0,0,"Precario","Rural",0.523458713883852,-0.473990020232438,"San Juan Bautista","Maynas "
18725,40,11,"160113",1,0,0,0,0,0.4,1,1,78,2,45,6,6,1,7,552.162868923611,1,1,1,"Duradero","Rural",-0.369635251857053,0.653402011166624,"San Juan Bautista","Maynas "
18725,143,11,"160113",1,0,0,1,0,0.53,1,1,35,1,34,6,4,1,7,922.109456380208,0,0,1,"Duradero","Rural",-0.00678048124606325,-0.116087788042259,"San Juan Bautista","Maynas "
18714,13,11,"160113",1,0,0,1,1,0.66,1,7,7,1,45,6,6,1,7,231.252983940972,1,0,1,"Precario","Rural",-0.684393345728741,-0.617150913108509,"San Juan Bautista","Maynas "
18714,95,11,"160113",1,1,0,1,0,0.73,1,7,0,2,53,5,2,1,7,821.290608723958,0,1,0,"Precario","Rural",-0.105666647735881,-0.742416694375072,"San Juan Bautista","Maynas "
18714,97,11,"160113",1,0,0,0,1,0.53,1,7,16,1,49,4,3,1,7,520.357096354167,1,0,0,"Precario","Rural",-0.400831312859089,-0.456094908622929,"San Juan Bautista","Maynas "
18714,14,11,"160113",1,0,0,1,0,0.53,1,7,48,2,46,6,15,1,7,512.462586805556,1,1,1,"Precario","Rural",-0.408574485923724,0.116548662881356,"San Juan Bautista","Maynas "
18714,15,11,"160113",0,0,0,1,1,0.26,1,1,27,1,29,6,3,1,7,731.777777777778,1,0,1,"Duradero","Rural",-0.193463532045639,-0.259248680918331,"San Juan Bautista","Maynas "
18714,96,11,"160113",1,0,0,1,0,0.53,1,7,11,2,78,3,3,1,7,163.092800564236,1,1,0,"Precario","Rural",-0.75124690930397,-0.545570466670473,"San Juan Bautista","Maynas "
18714,99,11,"160113",1,0,0,1,1,0.66,1,7,37,2,26,6,4,1,7,458.324625651042,1,1,1,"Precario","Rural",-0.461674631031489,-0.0802975648232416,"San Juan Bautista","Maynas "
18714,100,11,"160113",1,0,0,1,0,0.53,1,7,7,1,35,6,4,1,7,270.407755533854,1,0,1,"Precario","Rural",-0.645989164837824,-0.617150913108509,"San Juan Bautista","Maynas "
18632,2,11,"160113",1,0,0,1,0,0.53,1,1,25,1,40,5,3,1,2,429.998426649306,1,0,0,"Duradero","Urbano",-0.489457821333959,-0.295038904137349,"San Juan Bautista","Maynas "
18632,44,11,"160113",0,0,0,1,0,0.13,1,1,0,1,20,7,2,0,2,1116.35538736979,1,0,1,"Duradero","Urbano",0.183741786349154,-0.742416694375072,"San Juan Bautista","Maynas "
18632,20,11,"160113",1,0,0,1,0,0.53,1,1,10,2,65,9,3,1,2,1069.82139756944,1,1,1,"Duradero","Urbano",0.138099845682246,-0.563465578279982,"San Juan Bautista","Maynas "
18737,142,11,"160113",1,0,0,0,1,0.53,1,8,9,2,61,5,2,1,7,854.0966796875,1,1,0,"Precario","Rural",-0.0734894638997943,-0.581360689889491,"San Juan Bautista","Maynas "
18737,144,11,"160113",1,0,0,0,0,0.4,1,8,64,1,55,9,6,1,7,314.370307074653,1,0,1,"Precario","Rural",-0.602869368370768,0.402870448633499,"San Juan Bautista","Maynas "
18737,304,11,"160113",0,0,0,0,0,0,1,1,45,1,43,9,7,0,7,1217.93424479167,1,0,1,"Duradero","Rural",0.283373393339082,0.0628633280528297,"San Juan Bautista","Maynas "
18737,307,11,"160113",0,0,0,1,0,0.13,1,8,16,2,34,5,5,0,7,382.3,0,1,0,"Precario","Rural",-0.536241876781881,-0.456094908622929,"San Juan Bautista","Maynas "
18737,308,11,"160113",0,0,0,1,0,0.13,1,1,8,1,50,6,1,0,7,2734.6083984375,1,0,1,"Duradero","Rural",1.77097314630975,-0.599255801499,"San Juan Bautista","Maynas "
18737,310,11,"160113",1,0,0,0,0,0.4,1,9,35,2,47,5,2,1,7,1426.68326822917,0,1,0,"Precario","Rural",0.488120731422229,-0.116087788042259,"San Juan Bautista","Maynas "
18690,212,11,"160201",1,0,0,0,0,0.4,1,7,8,2,34,9,4,1,3,409.250651041667,1,1,1,"Precario","Urbano",-0.509807865405338,-0.599255801499,"Yurimaguas","Alto Amazonas "
18663,93,11,"160201",0,1,1,1,1,0.59,1,7,0,1,22,5,1,1,3,1625.58333333333,1,0,0,"Precario","Urbano",0.683207914126274,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18690,143,11,"160201",0,0,0,1,1,0.26,1,7,8,2,20,5,2,1,3,322.327799479167,1,1,0,"Precario","Urbano",-0.595064419821493,-0.599255801499,"Yurimaguas","Alto Amazonas "
18690,195,11,"160201",1,0,0,0,0,0.4,1,1,92,1,36,10,4,1,3,898.968505859375,0,0,1,"Duradero","Urbano",-0.0294778234507467,0.903933573699749,"Yurimaguas","Alto Amazonas "
18663,61,11,"160201",1,0,0,1,0,0.53,1,9,25,2,61,6,3,1,3,281.762939453125,1,1,1,"Precario","Urbano",-0.63485165797609,-0.295038904137349,"Yurimaguas","Alto Amazonas "
18663,33,11,"160201",0,0,0,1,0,0.13,1,1,33,1,53,6,4,0,3,600.014607747396,1,0,1,"Duradero","Urbano",-0.322700823204488,-0.151878011261277,"Yurimaguas","Alto Amazonas "
18663,73,11,"160201",0,0,0,0,0,0,1,7,12,2,27,5,2,0,3,740.291666666667,1,1,0,"Precario","Urbano",-0.185112853043504,-0.527675355060965,"Yurimaguas","Alto Amazonas "
18663,84,11,"160201",1,0,0,0,0,0.4,1,1,87,1,58,6,5,1,3,715.716666666667,1,0,1,"Duradero","Urbano",-0.209216754228459,0.814458015652204,"Yurimaguas","Alto Amazonas "
18663,100,11,"160201",1,0,0,1,0,0.53,1,7,8,1,39,6,5,1,3,679.035677083333,1,0,1,"Precario","Urbano",-0.245194575114848,-0.599255801499,"Yurimaguas","Alto Amazonas "
18690,92,11,"160201",1,0,0,1,0,0.53,1,1,30,1,32,7,5,1,3,258.434635416667,1,0,1,"Duradero","Urbano",-0.657732762159503,-0.205563346089804,"Yurimaguas","Alto Amazonas "
18695,78,11,"160201",1,0,0,1,0,0.53,1,7,35,1,44,6,6,1,3,351.590304904514,1,0,1,"Precario","Urbano",-0.56636287193963,-0.116087788042259,"Yurimaguas","Alto Amazonas "
18695,91,11,"160201",1,0,0,0,0,0.4,1,1,64,1,58,8,3,1,3,680.728678385417,1,0,1,"Duradero","Urbano",-0.243534028376642,0.402870448633499,"Yurimaguas","Alto Amazonas "
18701,26,11,"160201",1,0,0,0,0,0.4,1,1,149,1,40,5,4,1,3,1184.44661458333,1,0,0,"Duradero","Urbano",0.250527715639796,1.92395493544176,"Yurimaguas","Alto Amazonas "
18701,42,11,"160201",1,0,0,1,1,0.66,1,1,10,1,29,4,4,1,3,497.377237955729,1,0,0,"Duradero","Urbano",-0.423370651051569,-0.563465578279982,"Yurimaguas","Alto Amazonas "
18701,114,11,"160201",1,0,0,0,0,0.4,1,1,50,1,52,6,10,1,3,332.15546875,1,0,1,"Duradero","Urbano",-0.585425145396973,0.152338886100374,"Yurimaguas","Alto Amazonas "
18701,128,11,"160201",1,0,0,0,0,0.4,1,7,20,1,41,7,6,1,3,471.247233072917,1,0,1,"Precario","Urbano",-0.44899974792472,-0.384514462184893,"Yurimaguas","Alto Amazonas "
18690,40,11,"160201",1,0,0,0,0,0.4,1,1,40,1,64,6,2,1,3,495.787027994792,1,0,1,"Duradero","Urbano",-0.42493037694218,-0.0266122299947149,"Yurimaguas","Alto Amazonas "
18708,140,11,"160201",1,0,0,0,0,0.4,1,7,20,1,87,3,2,1,3,405.417236328125,1,0,0,"Precario","Urbano",-0.513567794172629,-0.384514462184893,"Yurimaguas","Alto Amazonas "
18708,160,11,"160201",1,0,0,1,0,0.53,1,7,19,1,31,11,1,1,3,2840.13704427083,1,0,1,"Precario","Urbano",1.87447882489973,-0.402409573794402,"Yurimaguas","Alto Amazonas "
18708,177,11,"160201",1,0,0,0,0,0.4,1,1,33,2,45,8,2,1,3,833.267333984375,1,1,1,"Duradero","Urbano",-0.0939195143809902,-0.151878011261277,"Yurimaguas","Alto Amazonas "
18709,85,11,"160201",1,0,0,1,0,0.53,1,1,33,1,53,6,5,1,3,539.504720052083,1,0,1,"Duradero","Urbano",-0.382050746041539,-0.151878011261277,"Yurimaguas","Alto Amazonas "
18710,114,11,"160201",1,0,0,0,0,0.4,1,1,12,1,33,6,4,1,3,453.921712239583,1,0,1,"Duradero","Urbano",-0.465993141297845,-0.527675355060965,"Yurimaguas","Alto Amazonas "
18710,60,11,"160201",1,0,1,0,1,0.66,1,1,77,1,37,6,3,1,3,645.641872829861,1,0,1,"Duradero","Urbano",-0.277948225487805,0.635506899557115,"Yurimaguas","Alto Amazonas "
18710,78,12,"160201",1,0,0,0,0,0.4,1,1,15,1,48,7,4,1,3,874.140299479167,1,0,1,"Duradero","Urbano",-0.0538300770901448,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18710,78,22,"160201",1,0,0,1,0,0.53,8,9,0,1,31,6,5,1,3,469.820833333333,1,0,1,"Precario","Urbano",-0.450398803809691,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18710,24,11,"160201",0,0,0,0,0,0,1,1,54,1,30,8,2,0,3,1378.41438802083,1,0,1,"Duradero","Urbano",0.440777157918665,0.22391933253841,"Yurimaguas","Alto Amazonas "
18704,124,11,"160201",0,0,0,1,0,0.13,1,9,15,1,49,5,1,0,3,2056.10335286458,1,0,0,"Precario","Urbano",1.10547493381808,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18710,96,11,"160201",1,0,0,1,0,0.53,1,1,14,1,37,7,5,1,3,378.404752604167,1,0,1,"Duradero","Urbano",-0.540062452908844,-0.491885131841947,"Yurimaguas","Alto Amazonas "
18709,40,11,"160201",1,0,0,1,0,0.53,1,1,37,2,58,4,5,1,3,686.74140625,1,1,0,"Duradero","Urbano",-0.237636563542464,-0.0802975648232416,"Yurimaguas","Alto Amazonas "
18709,70,11,"160201",1,0,0,0,0,0.4,1,1,36,1,33,6,4,1,3,1123.4375,1,0,1,"Duradero","Urbano",0.190688136014231,-0.0981926764327505,"Yurimaguas","Alto Amazonas "
18709,24,11,"160201",0,0,0,0,0,0,1,1,123,1,52,7,3,0,3,1564.3115234375,1,0,1,"Duradero","Urbano",0.623110675015287,1.45868203359453,"Yurimaguas","Alto Amazonas "
18709,54,11,"160201",0,0,0,1,0,0.13,1,1,21,1,46,6,3,0,3,314.568766276042,1,0,1,"Duradero","Urbano",-0.602674713600492,-0.366619350575384,"Yurimaguas","Alto Amazonas "
18709,116,11,"160201",1,0,0,1,0,0.53,1,1,20,1,65,4,3,1,3,734.119574652778,1,0,0,"Duradero","Urbano",-0.191166627041763,-0.384514462184893,"Yurimaguas","Alto Amazonas "
18666,21,11,"160201",0,0,0,0,0,0,1,1,110,1,57,8,4,0,3,1266.52083333333,0,0,1,"Duradero","Urbano",0.331028584758101,1.22604558267091,"Yurimaguas","Alto Amazonas "
18703,24,11,"160201",1,0,0,0,0,0.4,1,1,40,2,50,6,4,1,3,652.63134765625,1,1,1,"Duradero","Urbano",-0.271092737774682,-0.0266122299947149,"Yurimaguas","Alto Amazonas "
18703,66,11,"160201",1,0,0,1,0,0.53,1,1,15,1,51,7,4,1,3,918.17431640625,1,0,1,"Duradero","Urbano",-0.0106401852168164,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18710,42,11,"160201",1,0,0,1,1,0.66,1,1,23,1,77,4,2,1,3,464.704060872396,1,0,0,"Duradero","Urbano",-0.455417488561851,-0.330829127356366,"Yurimaguas","Alto Amazonas "
18695,25,11,"160201",1,0,0,0,0,0.4,1,1,95,1,58,8,2,1,3,2276.10481770833,0,0,1,"Duradero","Urbano",1.32125900580746,0.957618908528276,"Yurimaguas","Alto Amazonas "
18685,33,11,"160201",0,0,0,0,0,0,1,1,70,1,43,6,3,0,3,2775.27387152778,0,0,1,"Duradero","Urbano",1.81085906879225,0.510241118290553,"Yurimaguas","Alto Amazonas "
18685,15,11,"160201",0,0,0,1,0,0.13,1,1,60,1,37,6,4,0,3,667.451538085938,1,0,1,"Duradero","Urbano",-0.256556648022519,0.331290002195464,"Yurimaguas","Alto Amazonas "
18685,68,11,"160201",0,0,0,0,0,0,1,3,21,1,75,4,2,0,3,1477.12141927083,1,0,0,"Precario","Urbano",0.537591991184595,-0.366619350575384,"Yurimaguas","Alto Amazonas "
18685,103,11,"160201",1,0,0,0,0,0.4,1,1,125,1,76,8,5,1,3,1450.01627604167,1,0,1,"Duradero","Urbano",0.51100644921105,1.49447225681354,"Yurimaguas","Alto Amazonas "
18685,121,11,"160201",0,0,0,0,0,0,1,8,29,2,25,8,1,0,3,1875.29410807292,1,1,1,"Precario","Urbano",0.928131773297848,-0.223458457699313,"Yurimaguas","Alto Amazonas "
18703,87,11,"160201",1,0,0,0,0,0.4,1,1,48,2,44,9,3,1,3,964.887369791667,1,1,1,"Duradero","Urbano",0.035177386414907,0.116548662881356,"Yurimaguas","Alto Amazonas "
18675,56,11,"160201",0,0,0,0,0,0,1,1,7,1,52,6,1,0,3,3723.41764322917,1,0,1,"Duradero","Urbano",2.74082707620713,-0.617150913108509,"Yurimaguas","Alto Amazonas "
18703,107,11,"160201",1,0,0,0,0,0.4,1,1,60,2,59,10,8,1,3,679.395426432292,1,1,1,"Duradero","Urbano",-0.244841722103306,0.331290002195464,"Yurimaguas","Alto Amazonas "
18667,80,11,"160201",1,0,1,1,1,0.79,1,9,0,1,78,5,1,1,3,162.5,1,0,0,"Precario","Urbano",-0.751828345976309,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18675,8,11,"160201",1,0,0,0,0,0.4,1,1,176,1,48,7,2,1,3,1853.14127604167,0,0,1,"Duradero","Urbano",0.906403607509521,2.4071229488985,"Yurimaguas","Alto Amazonas "
18675,42,11,"160201",1,0,0,0,0,0.4,1,1,177,1,58,6,3,1,3,1538.16536458333,1,0,1,"Duradero","Urbano",0.597465733839826,2.42501806050801,"Yurimaguas","Alto Amazonas "
18675,74,11,"160201",1,0,0,0,0,0.4,1,1,82,1,63,6,5,1,3,603.749544270833,1,0,1,"Duradero","Urbano",-0.319037484816166,0.72498245760466,"Yurimaguas","Alto Amazonas "
18675,138,11,"160201",1,0,0,0,0,0.4,1,1,60,2,83,8,6,1,3,919.006184895833,1,1,1,"Duradero","Urbano",-0.00982426351297934,0.331290002195464,"Yurimaguas","Alto Amazonas "
18704,16,11,"160201",1,0,0,1,0,0.53,1,1,0,1,20,7,2,1,3,2974.72786458333,1,0,1,"Duradero","Urbano",2.00648956073755,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18704,34,11,"160201",1,0,0,0,0,0.4,1,1,60,2,71,8,2,1,3,2193.42740885417,0,1,1,"Duradero","Urbano",1.2401665096427,0.331290002195464,"Yurimaguas","Alto Amazonas "
18704,70,11,"160201",1,0,0,1,0,0.53,1,1,30,2,54,8,12,1,3,768.595323350694,1,1,1,"Duradero","Urbano",-0.157351772926121,-0.205563346089804,"Yurimaguas","Alto Amazonas "
18704,106,11,"160201",0,0,0,1,0,0.13,1,7,40,1,31,8,3,0,3,1780.19075520833,1,0,1,"Precario","Urbano",0.834851536479707,-0.0266122299947149,"Yurimaguas","Alto Amazonas "
18661,44,11,"160201",0,0,0,0,0,0,1,1,80,2,80,10,4,0,3,1477.05029296875,0,1,1,"Duradero","Urbano",0.537522228362334,0.689192234385642,"Yurimaguas","Alto Amazonas "
18661,76,11,"160201",0,0,0,0,0,0,1,1,80,1,58,6,3,0,3,1613.30425347222,1,0,1,"Duradero","Urbano",0.671164222259972,0.689192234385642,"Yurimaguas","Alto Amazonas "
18676,128,11,"160201",1,0,0,0,0,0.4,1,1,102,1,67,6,2,1,3,2062.32389322917,0,0,1,"Duradero","Urbano",1.11157622741991,1.08288468979484,"Yurimaguas","Alto Amazonas "
18676,171,11,"160201",1,0,0,1,0,0.53,1,1,107,1,50,9,5,1,3,1039.51484375,1,0,1,"Duradero","Urbano",0.108374263646828,1.17236024784238,"Yurimaguas","Alto Amazonas "
18676,192,13,"160201",1,0,0,0,0,0.4,1,8,34,1,60,6,7,1,3,373.362327938988,1,0,1,"Precario","Urbano",-0.545008215100586,-0.133982899651768,"Yurimaguas","Alto Amazonas "
18676,192,23,"160201",1,0,1,1,1,0.79,8,9,10,1,41,3,2,1,3,615.58203125,0,0,0,"Precario","Urbano",-0.307431824717769,-0.563465578279982,"Yurimaguas","Alto Amazonas "
18676,192,33,"160201",1,0,0,1,1,0.66,8,9,0,2,29,5,3,1,3,226.777777777778,1,1,0,"Precario","Urbano",-0.688782762906358,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18699,18,11,"160201",0,0,1,1,0,0.26,1,7,0,1,61,6,2,1,3,908.654866536458,0,0,1,"Precario","Urbano",-0.0199771487568607,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18699,38,11,"160201",1,0,0,0,0,0.4,1,1,48,2,43,9,7,1,3,1129.50660342262,1,1,1,"Duradero","Urbano",0.196640895696025,0.116548662881356,"Yurimaguas","Alto Amazonas "
18699,77,11,"160201",1,0,0,1,1,0.66,1,1,9,1,28,8,1,1,3,229.357482910157,1,0,1,"Duradero","Urbano",-0.686252510308304,-0.581360689889491,"Yurimaguas","Alto Amazonas "
18699,136,11,"160201",1,0,0,0,0,0.4,1,1,117,1,56,10,3,1,3,2939.67447916667,0,0,1,"Duradero","Urbano",1.97210814310657,1.35131136393747,"Yurimaguas","Alto Amazonas "
18676,19,11,"160201",0,0,0,0,0,0,1,1,76,1,25,5,3,0,3,532.4296875,1,0,0,"Duradero","Urbano",-0.388990151352455,0.617611787947606,"Yurimaguas","Alto Amazonas "
18676,84,11,"160201",1,0,0,0,0,0.4,1,1,105,1,53,6,6,1,3,479.995713975694,1,0,1,"Duradero","Urbano",-0.44041897400004,1.13657002462336,"Yurimaguas","Alto Amazonas "
18676,106,11,"160201",0,0,1,0,0,0.13,1,1,48,2,63,4,1,0,3,1446.77294921875,1,1,0,"Duradero","Urbano",0.507825296444006,0.116548662881356,"Yurimaguas","Alto Amazonas "
18708,120,11,"160201",1,0,0,0,0,0.4,1,7,65,1,41,6,6,1,3,463.1591796875,1,0,1,"Precario","Urbano",-0.456932754621799,0.420765560243008,"Yurimaguas","Alto Amazonas "
18667,16,11,"160201",0,0,0,0,0,0,1,1,47,1,35,6,5,0,3,311.547102864583,1,0,1,"Duradero","Urbano",-0.605638452208182,0.0986535512718476,"Yurimaguas","Alto Amazonas "
18667,37,11,"160201",0,0,0,0,0,0,1,1,27,2,53,8,3,0,3,1094.43858506944,1,1,1,"Duradero","Urbano",0.162245125639581,-0.259248680918331,"Yurimaguas","Alto Amazonas "
18708,99,11,"160201",1,0,0,1,0,0.53,1,1,15,1,32,8,3,1,3,761.905219184028,1,0,1,"Duradero","Urbano",-0.163913628867133,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18699,97,11,"160201",0,0,1,1,0,0.26,1,1,0,2,48,12,1,1,3,1300.17065429688,1,1,0,"Duradero","Urbano",0.364033344041789,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18661,93,11,"160201",0,0,0,1,0,0.13,1,1,0,2,24,10,1,0,3,1618.33642578125,1,1,1,"Duradero","Urbano",0.676099928631588,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18661,109,11,"160201",0,0,0,1,1,0.26,1,1,17,2,54,7,2,1,3,1610.41748046875,0,1,1,"Duradero","Urbano",0.668332788232745,-0.43819979701342,"Yurimaguas","Alto Amazonas "
18661,140,11,"160201",0,0,0,0,0,0,3,1,0,1,22,6,1,0,3,2647.89957682292,0,0,1,"Duradero","Urbano",1.68592651892168,-0.742416694375072,"Yurimaguas","Alto Amazonas "
18689,2,11,"160201",1,0,0,0,0,0.4,1,8,70,1,51,6,4,1,3,426.043497721354,1,0,1,"Precario","Urbano",-0.493336934907626,0.510241118290553,"Yurimaguas","Alto Amazonas "
18689,67,11,"160201",1,0,0,0,0,0.4,1,1,78,2,59,11,2,1,3,2569.04850260417,0,1,1,"Duradero","Urbano",1.60858700717005,0.653402011166624,"Yurimaguas","Alto Amazonas "
18689,82,11,"160201",1,0,0,1,0,0.53,1,1,15,1,67,5,3,1,3,1223.54123263889,1,0,0,"Duradero","Urbano",0.288872896127066,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18689,131,11,"160201",1,0,0,1,0,0.53,1,1,40,1,78,9,3,1,3,660.329806857639,1,0,1,"Duradero","Urbano",-0.263541856803505,-0.0266122299947149,"Yurimaguas","Alto Amazonas "
20688,52,11,"160201",1,0,0,0,0,0.4,1,1,78,2,58,6,5,1,3,610.724153645833,1,1,1,"Duradero","Urbano",-0.312196577586109,0.653402011166624,"Yurimaguas","Alto Amazonas "
18665,16,11,"160201",0,0,0,0,0,0,1,1,150,1,70,10,2,0,3,6801.9765625,1,0,1,"Duradero","Urbano",5.76037051393513,1.94185004705127,"Yurimaguas","Alto Amazonas "
18665,29,11,"160201",1,0,0,0,1,0.53,1,1,209,1,82,9,6,1,3,1635.95128038194,0,0,1,"Duradero","Urbano",0.693377109290081,2.99766163201229,"Yurimaguas","Alto Amazonas "
18665,55,11,"160201",0,0,0,1,0,0.13,1,1,15,2,26,8,3,0,3,1533.33072916667,0,1,1,"Duradero","Urbano",0.592723777609974,-0.473990020232438,"Yurimaguas","Alto Amazonas "
18665,80,11,"160201",0,0,0,0,0,0,1,1,131,1,31,10,9,0,3,3073.71730324074,1,0,1,"Duradero","Urbano",2.10358138770611,1.6018429264706,"Yurimaguas","Alto Amazonas "
18665,101,11,"160201",0,0,0,1,0,0.13,1,1,78,1,43,11,1,0,3,5868.58333333333,1,0,1,"Duradero","Urbano",4.84487028351644,0.653402011166624,"Yurimaguas","Alto Amazonas "
