"CONGLOME","VIVIENDA","HOGAR","UBIGEO","privacion_cocina","privacion_ilumina","privacion_comuni","privacion_electro","privacion_entreteni","puntaje","P101","P102","P1172.02","P207","P208A","P301A","MIEPERHO","Pobre_energético","ESTRATO","ingreso_pc_mensual","inseguridad_alimentaria","sexo_mujer","educacion_basica_completa","material_pared","estrato3","ingreso_pc_z","gasto_elec_z","distrito","provincia"
18567,74,11,"160108",0,0,0,1,0,0.13,1,1,105,2,68,11,4,0,2,1451.99853515625,0,1,1,"Duradero","Urbano",0.512950708735807,1.13657002462336,"Punchana","Maynas "
18596,136,11,"160108",0,0,0,0,0,0,1,1,156,2,41,10,4,0,2,1966.45182291667,0,1,1,"Duradero","Urbano",1.01754200934424,2.04922071670832,"Punchana","Maynas "
18596,166,11,"160108",0,0,0,0,0,0,1,1,200,1,82,10,5,0,2,2171.31002604167,1,0,1,"Duradero","Urbano",1.21847311351728,2.83660562752671,"Punchana","Maynas "
18633,52,12,"160108",1,0,0,0,0,0.4,1,1,36,1,26,7,5,1,2,444.433138020833,1,0,1,"Duradero","Urbano",-0.475299821068134,-0.0981926764327505,"Punchana","Maynas "
18633,52,22,"160108",1,0,0,0,0,0.4,8,9,141,1,65,6,1,1,2,1605.65201822917,1,0,1,"Precario","Urbano",0.663658679141248,1.78079404256569,"Punchana","Maynas "
18633,65,12,"160108",0,0,0,1,1,0.26,1,1,0,1,29,8,1,1,2,3306.75,1,0,1,"Duradero","Urbano",2.33214688498175,-0.742416694375072,"Punchana","Maynas "
18633,79,11,"160108",1,0,0,0,0,0.4,1,1,275,2,49,6,9,1,2,922.749348958333,1,1,1,"Duradero","Urbano",-0.00615285530620115,4.17873899823988,"Punchana","Maynas "
18633,92,11,"160108",0,0,0,0,0,0,1,1,48,1,61,8,3,0,2,834.906846788194,1,0,1,"Duradero","Urbano",-0.0923114307751008,0.116548662881356,"Punchana","Maynas "
18633,118,11,"160108",0,0,0,0,0,0,1,1,63,2,60,11,3,0,2,768.236219618056,0,1,1,"Duradero","Urbano",-0.157703992697705,0.38497533702399,"Punchana","Maynas "
18635,53,11,"160108",1,0,0,0,0,0.4,1,1,73,1,39,10,5,1,2,1598.18932291667,1,0,1,"Duradero","Urbano",0.65633904250296,0.563926453119079,"Punchana","Maynas "
18635,110,11,"160108",1,0,1,1,0,0.66,1,9,0,1,88,6,2,1,2,646.764282226562,1,0,1,"Precario","Urbano",-0.276847332499518,-0.742416694375072,"Punchana","Maynas "
18635,130,11,"160108",1,0,0,0,0,0.4,1,1,245,2,57,10,10,1,2,1734.61953125,0,1,1,"Duradero","Urbano",0.79015390558778,3.64188564995461,"Punchana","Maynas "
18643,11,11,"160108",0,0,0,1,1,0.26,1,1,31,1,87,6,5,1,2,805.62265625,1,0,1,"Duradero","Urbano",-0.12103424806967,-0.187668234480295,"Punchana","Maynas "
18643,28,11,"160108",0,0,0,0,0,0,1,1,60,1,43,10,1,0,2,1910.44547526042,1,0,1,"Duradero","Urbano",0.962609294404809,0.331290002195464,"Punchana","Maynas "
18643,61,11,"160108",0,0,0,0,0,0,1,1,176,2,38,6,3,0,2,3298.08658854167,1,1,1,"Duradero","Urbano",2.32364954973388,2.4071229488985,"Punchana","Maynas "
18643,79,11,"160108",0,0,0,0,0,0,1,1,0,1,48,10,4,0,2,1279.65983072917,1,0,1,"Duradero","Urbano",0.343915709677676,-0.742416694375072,"Punchana","Maynas "
18643,175,11,"160108",0,0,0,0,0,0,1,1,146,1,67,10,3,0,2,2129.15798611111,0,0,1,"Duradero","Urbano",1.17712912144279,1.87026960061323,"Punchana","Maynas "
18653,24,11,"160108",1,0,0,1,0,0.53,1,9,21,2,28,5,4,1,2,675.215657552083,1,1,0,"Precario","Urbano",-0.248941365483347,-0.366619350575384,"Punchana","Maynas "
20572,10,11,"160108",0,0,0,0,0,0,1,1,105,2,43,10,3,0,2,1858.8671875,0,1,1,"Duradero","Urbano",0.912019754162032,1.13657002462336,"Punchana","Maynas "
20572,21,11,"160108",0,0,0,1,0,0.13,1,8,0,1,43,6,2,0,2,1687.54134114583,1,0,1,"Precario","Urbano",0.743978196849739,-0.742416694375072,"Punchana","Maynas "
20572,32,12,"160108",1,0,0,1,0,0.53,1,1,42,1,64,7,4,1,2,652.611938476562,0,0,1,"Duradero","Urbano",-0.271111774883503,0.00917799322430298,"Punchana","Maynas "
20572,32,22,"160108",1,0,0,1,0,0.53,8,9,69,1,36,5,3,1,2,353.25,1,0,0,"Precario","Urbano",-0.564734992933374,0.492346006681044,"Punchana","Maynas "
18567,64,11,"160108",1,0,0,0,0,0.4,1,1,162,1,47,10,5,1,2,789.389192708333,1,0,1,"Duradero","Urbano",-0.136956518714549,2.15659138636537,"Punchana","Maynas "
18643,127,11,"160108",0,0,0,0,0,0,1,1,174,1,52,7,2,0,2,1631.45182291667,1,0,1,"Duradero","Urbano",0.688963905703959,2.37133272567948,"Punchana","Maynas "
18565,5,11,"160108",1,0,0,0,0,0.4,1,1,68,1,37,10,3,1,2,2060.01453993056,1,0,1,"Duradero","Urbano",1.10931114405426,0.474450895071535,"Punchana","Maynas "
18643,160,11,"160108",0,0,0,0,0,0,1,1,111,1,54,10,6,0,2,1500.521484375,0,0,1,"Duradero","Urbano",0.560543480787539,1.24394069428042,"Punchana","Maynas "
18635,99,11,"160108",1,0,0,0,0,0.4,1,1,208,1,58,10,5,1,2,761.039127604167,1,0,1,"Duradero","Urbano",-0.164763117610087,2.97976652040278,"Punchana","Maynas "
18596,41,11,"160108",1,0,0,1,0,0.53,1,1,29,1,51,6,2,1,2,1311.81616210938,1,0,1,"Duradero","Urbano",0.375455609334205,-0.223458457699313,"Punchana","Maynas "
18596,57,11,"160108",1,0,0,1,0,0.53,1,1,13,2,82,6,1,1,2,878.350504557292,1,1,1,"Duradero","Urbano",-0.0497005809692284,-0.509780243451456,"Punchana","Maynas "
18596,77,11,"160108",1,0,0,0,0,0.4,1,1,56,1,62,6,2,1,2,848.331949869792,1,0,1,"Duradero","Urbano",-0.0791436847699471,0.259709555757428,"Punchana","Maynas "
18596,88,11,"160108",0,0,0,0,0,0,1,1,230,2,47,10,3,0,2,1918.72677951389,0,1,1,"Duradero","Urbano",0.970731847381747,3.37345897581198,"Punchana","Maynas "
18596,105,12,"160108",1,0,0,0,0,0.4,1,1,132,2,58,6,6,1,2,677.298556857639,1,1,1,"Duradero","Urbano",-0.246898395023964,1.61973803808011,"Punchana","Maynas "
18596,105,22,"160108",1,0,0,0,0,0.4,8,9,55,2,62,6,1,1,2,1060.29573567708,1,1,1,"Precario","Urbano",0.12875678920311,0.241814444147919,"Punchana","Maynas "
18596,152,11,"160108",0,0,0,0,0,0,1,1,146,1,50,9,3,0,2,2714.30316840278,1,0,1,"Duradero","Urbano",1.75105716428352,1.87026960061323,"Punchana","Maynas "
18635,6,11,"160108",0,0,0,1,0,0.13,1,1,37,2,28,4,1,0,2,1305.80517578125,1,1,0,"Duradero","Urbano",0.36955985265151,-0.0802975648232416,"Punchana","Maynas "
18635,159,11,"160108",0,0,0,1,0,0.13,1,1,11,1,62,6,1,0,2,1554.5068359375,1,0,1,"Duradero","Urbano",0.613493941804733,-0.545570466670473,"Punchana","Maynas "
18754,49,11,"160108",1,1,0,1,1,0.86,1,7,0,2,71,5,3,1,7,291.270263671875,1,1,0,"Precario","Rural",-0.625526587640299,-0.742416694375072,"Punchana","Maynas "
18754,50,11,"160108",1,1,0,0,0,0.6,1,7,0,1,63,5,3,1,7,970.623589409722,1,0,0,"Precario","Rural",0.0408036436213692,-0.742416694375072,"Punchana","Maynas "
18754,51,11,"160108",1,1,1,1,0,0.86,1,7,0,2,61,6,4,1,7,478.541381835938,1,1,1,"Precario","Rural",-0.441845426825546,-0.742416694375072,"Punchana","Maynas "
18754,52,11,"160108",1,1,0,1,1,0.86,1,7,0,1,81,3,2,1,7,823.03662109375,1,0,0,"Precario","Rural",-0.103954106143646,-0.742416694375072,"Punchana","Maynas "
18762,94,11,"160108",1,0,1,1,0,0.66,1,7,32,1,62,5,2,1,8,121.069000244141,1,0,0,"Precario","Rural",-0.79246512010079,-0.169773122870786,"Punchana","Maynas "
18762,96,11,"160108",1,0,1,1,1,0.79,1,8,0,1,70,3,1,1,8,282.550903320312,1,0,0,"Precario","Rural",-0.634078799250068,-0.742416694375072,"Punchana","Maynas "
18762,97,11,"160108",1,0,0,0,0,0.4,1,7,30,2,29,6,4,1,8,1344.91422526042,1,1,1,"Precario","Rural",0.407919187914311,-0.205563346089804,"Punchana","Maynas "
18762,99,11,"160108",1,0,1,0,0,0.53,1,7,27,1,36,5,2,1,8,528.668009440104,1,0,0,"Precario","Rural",-0.392679718646263,-0.259248680918331,"Punchana","Maynas "
18754,204,11,"160108",1,1,0,1,0,0.73,1,1,0,1,58,4,4,1,7,332.146647135417,1,0,0,"Duradero","Rural",-0.585433797902617,-0.742416694375072,"Punchana","Maynas "
18754,205,11,"160108",1,1,0,1,0,0.73,1,7,0,2,29,5,3,1,7,106.721327039931,1,1,0,"Precario","Rural",-0.806537750707028,-0.742416694375072,"Punchana","Maynas "
18754,207,11,"160108",1,1,0,1,0,0.73,1,7,0,1,46,6,4,1,7,285.81728108724,1,0,1,"Precario","Rural",-0.63087503742192,-0.742416694375072,"Punchana","Maynas "
18754,208,11,"160108",1,1,0,1,0,0.73,1,7,0,1,43,5,5,1,7,304.951139322917,1,0,0,"Precario","Rural",-0.612107972184903,-0.742416694375072,"Punchana","Maynas "
18719,45,11,"160110",1,1,1,1,1,0.99,1,9,0,1,63,6,7,1,7,128.812313988095,1,0,1,"Precario","Rural",-0.784870244441446,-0.742416694375072,"Torres Causana","Maynas "
18719,46,11,"160110",1,1,1,1,1,0.99,5,7,0,2,49,4,2,1,7,274.219441731771,1,1,0,"Precario","Rural",-0.642250548053993,-0.742416694375072,"Torres Causana","Maynas "
18719,47,11,"160110",1,1,1,1,1,0.99,1,9,0,1,32,3,6,1,7,415.135660807292,1,0,0,"Precario","Rural",-0.504035670334611,-0.742416694375072,"Torres Causana","Maynas "
18719,48,11,"160110",1,1,0,1,1,0.86,5,7,0,1,41,6,8,1,7,280.469462076823,1,0,1,"Precario","Rural",-0.636120339598201,-0.742416694375072,"Torres Causana","Maynas "
18719,163,11,"160110",1,0,0,1,1,0.66,1,7,18,1,64,6,8,1,7,174.09726969401,1,0,1,"Precario","Rural",-0.740453394085375,-0.420304685403911,"Torres Causana","Maynas "
18719,164,11,"160110",1,0,1,1,1,0.79,1,7,12,1,67,6,9,1,7,150.609157986111,1,0,1,"Precario","Rural",-0.763491242452756,-0.527675355060965,"Torres Causana","Maynas "
18719,165,11,"160110",1,0,0,1,1,0.66,1,8,16,1,44,6,9,1,7,245.923394097222,1,0,1,"Precario","Rural",-0.670004164986157,-0.456094908622929,"Torres Causana","Maynas "
18719,166,11,"160110",1,0,0,1,0,0.53,1,7,18,2,41,6,5,1,7,104.906510416667,1,1,1,"Precario","Rural",-0.808317777586213,-0.420304685403911,"Torres Causana","Maynas "
18608,41,11,"160112",1,0,0,1,0,0.53,1,7,15,1,71,3,1,1,2,634.583333333333,1,0,0,"Precario","Urbano",-0.288794774552881,-0.473990020232438,"Belén","Maynas "
18579,9,12,"160112",1,1,0,1,0,0.73,1,9,0,1,58,6,4,1,2,713.811360677083,1,0,1,"Precario","Urbano",-0.2110855358073,-0.742416694375072,"Belén","Maynas "
18579,9,22,"160112",1,1,0,1,0,0.73,8,9,0,1,42,6,6,1,2,681.054361979167,1,0,1,"Precario","Urbano",-0.243214588085236,-0.742416694375072,"Belén","Maynas "
18603,13,11,"160112",1,0,0,0,0,0.4,1,7,41,1,49,9,8,1,2,581.684895833333,1,0,1,"Precario","Urbano",-0.340679157476116,-0.00871711838520594,"Belén","Maynas "
18603,26,11,"160112",1,0,0,0,0,0.4,1,7,57,1,53,5,11,1,2,1028.8642282197,1,0,0,"Precario","Urbano",0.0979278187108617,0.277604667366937,"Belén","Maynas "
18603,39,11,"160112",0,0,0,1,0,0.13,1,7,77,2,40,6,3,0,2,767.242404513889,1,1,1,"Precario","Urbano",-0.158678756525455,0.635506899557115,"Belén","Maynas "
18603,52,11,"160112",1,0,0,0,0,0.4,1,1,52,1,47,10,4,1,2,820.339029947917,1,0,1,"Duradero","Urbano",-0.106599984899153,0.188129109319392,"Belén","Maynas "
18603,103,11,"160112",1,0,0,1,0,0.53,1,7,14,1,55,6,5,1,2,115.430200195312,1,0,1,"Precario","Urbano",-0.797995825255568,-0.491885131841947,"Belén","Maynas "
18603,115,11,"160112",0,0,0,1,0,0.13,1,7,21,1,50,3,2,0,2,639.083658854167,0,0,0,"Precario","Urbano",-0.284380719551689,-0.366619350575384,"Belén","Maynas "
18589,81,11,"160112",0,0,0,0,0,0,1,1,52,2,39,6,2,0,2,1029.09285481771,1,1,1,"Duradero","Urbano",0.0981520625735969,0.188129109319392,"Belén","Maynas "
18579,57,11,"160112",1,0,0,1,0,0.53,1,7,35,1,45,6,6,1,2,545.490017361111,1,0,1,"Precario","Urbano",-0.376180185923558,-0.116087788042259,"Belén","Maynas "
18579,89,11,"160112",1,0,0,1,1,0.66,1,9,12,1,40,6,1,1,2,788.416666666667,1,0,1,"Precario","Urbano",-0.137910401587718,-0.527675355060965,"Belén","Maynas "
18579,105,11,"160112",1,0,0,0,0,0.4,1,1,132,1,70,6,7,1,2,215.440476190476,1,0,1,"Duradero","Urbano",-0.699902730237563,1.61973803808011,"Belén","Maynas "
18594,96,11,"160112",1,0,1,1,1,0.79,1,7,12,2,65,5,2,1,2,179.853556315104,1,1,0,"Precario","Urbano",-0.73480745455711,-0.527675355060965,"Belén","Maynas "
18594,54,11,"160112",1,0,0,0,0,0.4,1,8,40,2,57,7,4,1,2,305.58154296875,1,1,1,"Precario","Urbano",-0.61148965327602,-0.0266122299947149,"Belén","Maynas "
18594,75,11,"160112",1,0,0,0,0,0.4,1,1,42,1,63,8,2,1,2,1070.12939453125,1,0,1,"Duradero","Urbano",0.13840193839161,0.00917799322430298,"Belén","Maynas "
18594,115,11,"160112",1,1,0,1,0,0.73,1,8,0,1,44,5,1,1,2,58.699701944987,1,0,0,"Precario","Urbano",-0.853638808938136,-0.742416694375072,"Belén","Maynas "
18579,73,11,"160112",1,0,0,1,1,0.66,1,1,18,2,67,6,2,1,2,771.78466796875,1,1,1,"Duradero","Urbano",-0.154223567533715,-0.420304685403911,"Belén","Maynas "
18630,11,11,"160112",0,0,0,1,0,0.13,1,1,7,1,57,4,1,0,2,156.867858886719,1,0,0,"Duradero","Urbano",-0.757352519846268,-0.617150913108509,"Belén","Maynas "
18568,55,11,"160112",1,0,0,0,0,0.4,1,1,0,2,78,6,4,1,2,1881.28369140625,1,1,1,"Duradero","Urbano",0.934006537277735,-0.742416694375072,"Belén","Maynas "
18568,103,11,"160112",0,0,0,0,0,0,1,1,78,2,74,5,2,0,2,1548.94596354167,1,1,0,"Duradero","Urbano",0.60803967044232,0.653402011166624,"Belén","Maynas "
18630,75,11,"160112",0,0,0,0,0,0,1,1,45,2,40,8,1,0,2,4620.94010416667,0,1,1,"Duradero","Urbano",3.62114417527997,0.0628633280528297,"Belén","Maynas "
18638,67,11,"160112",1,0,0,1,0,0.53,1,8,20,1,66,6,8,1,2,358.997436523438,1,0,1,"Precario","Urbano",-0.55909773384781,-0.384514462184893,"Belén","Maynas "
18589,97,11,"160112",0,0,0,0,0,0,1,1,42,1,76,11,2,0,2,3848.8251953125,1,0,1,"Duradero","Urbano",2.86383058559731,0.00917799322430298,"Belén","Maynas "
18646,11,11,"160112",1,0,0,0,0,0.4,1,7,37,2,44,6,3,1,2,923.187934027778,0,1,1,"Precario","Urbano",-0.0057226778423116,-0.0802975648232416,"Belén","Maynas "
18652,15,11,"160112",1,0,0,1,1,0.66,1,8,79,2,46,10,6,1,2,955.648220486111,1,1,1,"Precario","Urbano",0.0261153501221643,0.671297122776133,"Belén","Maynas "
18646,25,11,"160112",0,0,0,1,0,0.13,1,7,8,1,33,9,2,0,2,474.132934570312,1,0,1,"Precario","Urbano",-0.44616936486297,-0.599255801499,"Belén","Maynas "
18646,54,11,"160112",1,0,0,0,0,0.4,1,1,25,2,44,5,7,1,2,389.99609375,1,1,0,"Duradero","Urbano",-0.528693315916768,-0.295038904137349,"Belén","Maynas "
18646,69,11,"160112",1,0,0,1,0,0.53,1,9,9,1,75,9,7,1,2,530.539341517857,1,0,1,"Precario","Urbano",-0.390844259704803,-0.581360689889491,"Belén","Maynas "
18646,98,11,"160112",1,0,0,0,0,0.4,1,8,65,2,71,5,2,1,2,774.378173828125,0,1,0,"Precario","Urbano",-0.151679778766391,0.420765560243008,"Belén","Maynas "
18589,65,11,"160112",1,0,0,0,0,0.4,1,1,184,1,42,10,6,1,2,1284.75455729167,0,0,1,"Duradero","Urbano",0.348912771147742,2.55028384177457,"Belén","Maynas "
18652,73,11,"160112",1,0,1,0,0,0.53,1,1,39,1,78,6,3,1,2,265.111111111111,1,0,1,"Duradero","Urbano",-0.651184273435083,-0.0445073416042238,"Belén","Maynas "
18652,94,11,"160112",1,0,0,1,0,0.53,1,8,23,2,43,9,7,1,2,394.147321428571,1,1,1,"Precario","Urbano",-0.524621666608099,-0.330829127356366,"Belén","Maynas "
18652,49,11,"160112",0,0,0,0,0,0,1,1,176,2,58,10,2,0,2,4063.36653645833,0,1,1,"Duradero","Urbano",3.07425920358579,2.4071229488985,"Belén","Maynas "
18652,35,11,"160112",1,0,0,0,0,0.4,1,1,116,1,60,10,5,1,2,1171.31484375,0,0,1,"Duradero","Urbano",0.237647678750675,1.33341625232796,"Belén","Maynas "
18652,138,11,"160112",1,0,0,0,1,0.53,1,1,72,2,49,9,2,1,2,1344.0791015625,0,1,1,"Duradero","Urbano",0.407100073403963,0.54603134150957,"Belén","Maynas "
18614,51,11,"160112",0,0,0,1,0,0.13,1,1,79,1,29,11,1,0,2,8083.38671875,1,0,1,"Duradero","Urbano",7.01721624266951,0.671297122776133,"Belén","Maynas "
18614,33,11,"160112",1,0,0,0,0,0.4,1,1,48,1,39,11,2,1,2,2147.99772135417,1,0,1,"Duradero","Urbano",1.19560770197786,0.116548662881356,"Belén","Maynas "
18614,68,11,"160112",0,0,0,0,0,0,1,1,63,1,37,11,3,0,2,2271.43012152778,0,0,1,"Duradero","Urbano",1.31667392280417,0.38497533702399,"Belén","Maynas "
18614,86,11,"160112",0,0,0,0,0,0,1,1,55,2,43,8,3,0,2,2564.64214409722,0,1,1,"Duradero","Urbano",1.60426511785014,0.241814444147919,"Belén","Maynas "
18614,122,11,"160112",0,0,0,1,0,0.13,1,8,150,2,56,6,2,0,2,692.710693359375,0,1,1,"Precario","Urbano",-0.231781706711172,1.94185004705127,"Belén","Maynas "
18594,1,11,"160112",1,0,0,1,0,0.53,1,7,71,2,67,6,11,1,2,1228.31676136364,1,1,1,"Precario","Urbano",0.293556878730819,0.528136229900062,"Belén","Maynas "
18638,4,11,"160112",1,0,0,1,0,0.53,1,9,7,1,51,6,2,1,2,252.542724609375,1,0,1,"Precario","Urbano",-0.663511725980033,-0.617150913108509,"Belén","Maynas "
18638,15,11,"160112",1,0,0,1,0,0.53,1,1,19,2,72,8,2,1,2,1071.94563802083,1,1,1,"Duradero","Urbano",0.140183364784316,-0.402409573794402,"Belén","Maynas "
18579,25,11,"160112",1,0,0,1,1,0.66,1,1,50,2,39,7,6,1,2,1041.76519097222,1,1,1,"Duradero","Urbano",0.110581472073126,0.152338886100374,"Belén","Maynas "
18582,38,11,"160112",0,0,0,0,0,0,1,1,195,2,41,8,4,0,2,1538.30322265625,0,1,1,"Duradero","Urbano",0.597600949195559,2.74713006947917,"Belén","Maynas "
18582,44,11,"160112",0,0,0,0,0,0,1,1,92,2,44,10,4,0,2,1391.60009765625,1,1,1,"Duradero","Urbano",0.453710099611669,0.903933573699749,"Belén","Maynas "
18589,122,11,"160112",1,0,0,0,0,0.4,1,1,68,2,48,8,2,1,2,244.316589355469,0,1,1,"Duradero","Urbano",-0.671580167538293,0.474450895071535,"Belén","Maynas "
18608,8,11,"160112",0,0,0,0,0,0,1,1,102,1,65,9,1,0,2,1743.66666666667,1,0,1,"Duradero","Urbano",0.799027608867139,1.08288468979484,"Belén","Maynas "
18608,31,11,"160112",1,0,0,0,0,0.4,1,1,52,2,55,6,2,1,2,1093.375,1,1,1,"Duradero","Urbano",0.161201929325616,0.188129109319392,"Belén","Maynas "
18614,104,11,"160112",0,0,0,0,0,0,1,7,0,1,71,4,1,0,2,984.937255859375,1,0,0,"Precario","Urbano",0.0548429193770899,-0.742416694375072,"Belén","Maynas "
18646,40,11,"160112",1,0,0,1,0,0.53,1,9,37,1,53,6,5,1,2,426.392740885417,1,0,1,"Precario","Urbano",-0.492994386679098,-0.0802975648232416,"Belén","Maynas "
18600,27,11,"160112",0,0,0,0,0,0,1,1,142,2,60,10,4,0,2,3335.47981770833,0,1,1,"Duradero","Urbano",2.36032595668484,1.79868915417519,"Belén","Maynas "
18623,22,11,"160112",1,0,0,0,0,0.4,1,1,176,2,52,8,5,1,2,1250.7953125,1,1,1,"Duradero","Urbano",0.315604519641169,2.4071229488985,"Belén","Maynas "
18623,73,11,"160112",0,0,1,1,1,0.39,1,1,0,1,51,5,1,1,2,1108.41805013021,1,0,0,"Duradero","Urbano",0.175956606593525,-0.742416694375072,"Belén","Maynas "
18623,99,11,"160112",1,0,0,0,0,0.4,1,1,60,1,61,6,5,1,2,1727.2703125,1,0,1,"Duradero","Urbano",0.782945570184459,0.331290002195464,"Belén","Maynas "
18623,124,11,"160112",1,0,0,0,0,0.4,1,9,68,1,78,9,3,1,2,605.832465277778,1,0,1,"Precario","Urbano",-0.316994493071407,0.474450895071535,"Belén","Maynas "
18623,175,11,"160112",1,0,1,1,1,0.79,1,9,21,1,88,6,2,1,2,455.226725260417,0,0,1,"Precario","Urbano",-0.464713145167662,-0.366619350575384,"Belén","Maynas "
18608,74,11,"160112",1,0,0,0,0,0.4,1,9,65,2,73,6,2,1,2,1102.21948242188,0,1,1,"Precario","Urbano",0.169876864435645,0.420765560243008,"Belén","Maynas "
18600,60,11,"160112",0,0,0,0,0,0,1,1,234,1,80,10,6,0,2,2278.51258680556,1,0,1,"Duradero","Urbano",1.32362061835662,3.44503942225001,"Belén","Maynas "
18600,43,11,"160112",0,0,0,0,0,0,1,1,120,2,46,11,5,0,2,2430.1125,0,1,1,"Duradero","Urbano",1.47231438548934,1.404996698766,"Belén","Maynas "
18600,110,11,"160112",1,0,0,0,0,0.4,1,1,151,1,73,11,7,1,2,1179.3966703869,0,0,1,"Duradero","Urbano",0.245574578065014,1.95974515866078,"Belén","Maynas "
18623,150,11,"160112",0,0,0,0,0,0,1,1,189,1,67,11,8,0,2,1392.14225260417,1,0,1,"Duradero","Urbano",0.454241861536045,2.63975939982211,"Belén","Maynas "
18600,143,11,"160112",0,0,0,1,1,0.26,1,1,50,2,40,5,2,1,2,922.30322265625,1,1,0,"Duradero","Urbano",-0.00659042943850744,0.152338886100374,"Belén","Maynas "
18600,94,11,"160112",1,0,0,0,0,0.4,1,1,55,1,44,8,4,1,2,1187.51619466146,1,0,1,"Duradero","Urbano",0.253538452359325,0.241814444147919,"Belén","Maynas "
18600,160,11,"160112",1,0,0,0,0,0.4,1,1,124,1,52,6,6,1,2,631.169216579861,1,0,1,"Duradero","Urbano",-0.292143443234858,1.47657714520403,"Belén","Maynas "
18600,177,11,"160112",1,0,0,0,0,0.4,1,1,146,1,50,11,3,1,2,2200.60481770833,0,0,1,"Duradero","Urbano",1.24720632871838,1.87026960061323,"Belén","Maynas "
18568,59,11,"160112",0,0,0,1,0,0.13,1,1,235,1,59,10,6,0,2,1762.875,0,0,1,"Duradero","Urbano",0.817867721526115,3.46293453385952,"Belén","Maynas "
18568,64,11,"160112",0,0,0,0,0,0,1,1,44,1,75,6,1,0,2,1393.06689453125,0,0,1,"Duradero","Urbano",0.455148778225439,0.0449682164433208,"Belén","Maynas "
18582,13,11,"160112",0,0,0,0,0,0,1,1,52,1,29,9,4,0,2,605.883138020833,1,0,1,"Duradero","Urbano",-0.316944791716722,0.188129109319392,"Belén","Maynas "
18582,24,11,"160112",0,0,0,0,0,0,1,1,58,1,53,11,2,0,2,3854.41145833333,0,0,1,"Duradero","Urbano",2.86930976085051,0.295499778976446,"Belén","Maynas "
18582,32,11,"160112",0,0,0,0,0,0,1,1,204,1,33,99,3,0,2,837.572319878472,0,0,0,"Duradero","Urbano",-0.0896970543771675,2.90818607396475,"Belén","Maynas "
18589,7,11,"160112",1,0,0,0,0,0.4,1,1,58,2,48,8,3,1,2,1339.603515625,0,1,1,"Duradero","Urbano",0.402710283732253,0.295499778976446,"Belén","Maynas "
18589,22,11,"160112",0,0,0,0,0,0,1,1,123,2,54,10,4,0,2,1420.66422526042,1,1,1,"Duradero","Urbano",0.482217072543419,1.45868203359453,"Belén","Maynas "
18589,49,11,"160112",1,0,0,0,0,0.4,1,1,284,1,72,10,8,1,2,1545.19791666667,1,0,1,"Duradero","Urbano",0.604363473025776,4.33979500272546,"Belén","Maynas "
18589,136,11,"160112",1,0,0,0,0,0.4,1,1,108,1,58,9,5,1,2,1074.20052083333,1,0,1,"Duradero","Urbano",0.142395021854353,1.19025535945189,"Belén","Maynas "
18568,3,11,"160112",1,0,0,0,0,0.4,2,1,146,1,44,99,4,1,2,507.271036783854,0,0,0,"Duradero","Urbano",-0.413666514762781,1.87026960061323,"Belén","Maynas "
18568,10,12,"160112",0,0,0,0,0,0,1,1,38,1,40,6,4,0,2,1403.73518880208,1,0,1,"Duradero","Urbano",0.465612563003311,-0.0624024532137327,"Belén","Maynas "
18568,10,22,"160112",0,0,0,1,0,0.13,8,9,29,1,36,6,1,0,2,1493.27360026042,1,0,1,"Precario","Urbano",0.5534345374509,-0.223458457699313,"Belén","Maynas "
18568,126,11,"160112",0,0,0,0,0,0,1,1,116,2,54,10,2,0,2,1772.77473958333,0,1,1,"Duradero","Urbano",0.827577684686784,1.33341625232796,"Belén","Maynas "
18608,52,11,"160112",1,1,0,1,1,0.86,1,7,0,1,67,6,5,1,2,777.9728515625,1,0,1,"Precario","Urbano",-0.148154010428604,-0.742416694375072,"Belén","Maynas "
18734,9,11,"160112",1,1,0,0,0,0.6,1,7,0,2,46,5,5,1,8,168.17333984375,1,1,0,"Precario","Rural",-0.746263763148947,-0.742416694375072,"Belén","Maynas "
18734,10,11,"160112",1,1,1,1,1,0.99,5,8,0,1,34,4,6,1,8,72.9735310872396,1,0,0,"Precario","Rural",-0.839638606815011,-0.742416694375072,"Belén","Maynas "
18734,11,11,"160112",1,1,0,1,0,0.73,1,7,0,1,39,6,5,1,8,156.961360677083,1,0,1,"Precario","Rural",-0.757260810470254,-0.742416694375072,"Belén","Maynas "
18734,12,11,"160112",1,1,1,1,1,0.99,1,7,0,1,73,6,5,1,8,142.695735677083,1,0,1,"Precario","Rural",-0.771252965723219,-0.742416694375072,"Belén","Maynas "
20559,34,11,"160112",1,0,0,1,0,0.53,1,8,8,1,55,6,1,1,7,1199.57788085938,1,0,1,"Precario","Rural",0.265368917964148,-0.599255801499,"Belén","Maynas "
20559,33,11,"160112",0,0,0,1,0,0.13,1,8,12,1,40,8,3,0,7,1701.81879340278,1,0,1,"Precario","Rural",0.757981952633027,-0.527675355060965,"Belén","Maynas "
20559,35,11,"160112",1,1,0,1,1,0.86,1,7,0,2,39,6,5,1,7,895.190625,1,1,1,"Precario","Rural",-0.0331832829389627,-0.742416694375072,"Belén","Maynas "
20559,36,11,"160112",1,0,0,1,1,0.66,1,7,0,1,48,4,5,1,7,190.7009765625,1,0,0,"Precario","Rural",-0.724167977618965,-0.742416694375072,"Belén","Maynas "
