CONGLOME,VIVIENDA,HOGAR,UBIGEO,P101,P102,P1172.02,P207,P208A,P301A,MIEPERHO,Pobre_energético,ESTRATO,ingreso_pc_mensual,inseguridad_alimentaria,sexo_mujer,educacion_basica_completa,material_pared,estrato3,ingreso_pc_z,gasto_elec_z
18766,39,11,160102,1,7,0,1,41,5,5,1,7,393.16399739583335,1,0,0,Precario,Rural,-0.52558614047658,-0.7424166943750715
18766,40,11,160102,1,7,30,1,75,5,2,1,7,601.6849772135416,1,0,0,Precario,Rural,-0.3210624744535485,-0.20556334608980403
18766,132,11,160102,1,7,11,1,61,5,7,1,7,164.21869187127976,1,0,0,Precario,Rural,-0.7501426011530044,-0.5455704666704735
18766,133,11,160102,5,7,11,1,52,9,2,1,7,583.2424723307291,1,0,1,Precario,Rural,-0.33915143947077575,-0.5455704666704735
18766,135,11,160102,1,7,9,2,74,1,1,1,7,651.8112386067709,1,1,0,Precario,Rural,-0.2718971254649986,-0.5813606898894913
18766,136,11,160102,1,7,11,1,44,5,6,1,7,236.55259874131946,1,0,0,Precario,Rural,-0.6791953236955411,-0.5455704666704735
18670,4,11,160103,1,1,20,1,50,8,3,1,5,455.5570203993056,0,0,1,Duradero,Semiurbano,-0.4643891817336987,-0.3845144621848932
18670,16,11,160103,1,7,65,1,59,7,7,1,5,298.79952566964283,0,0,1,Precario,Semiurbano,-0.618141660389441,0.4207655602430081
18670,29,11,160103,1,7,8,1,65,5,3,1,5,255.16213650173611,1,0,0,Precario,Semiurbano,-0.6609425277942281,-0.5992558014990002
18670,41,11,160103,1,7,63,1,68,8,4,1,5,851.0831705729166,1,0,1,Precario,Semiurbano,-0.07644520452717492,0.3849753370239902
18670,66,11,160103,1,1,32,2,88,6,2,1,5,1802.6223958333333,0,1,1,Duradero,Semiurbano,0.8568531661456857,-0.1697731228707862
18670,88,11,160103,1,7,11,1,58,6,11,1,5,712.176787405303,1,0,1,Precario,Semiurbano,-0.21268877457118837,-0.5455704666704735
18702,11,11,160103,1,8,36,1,61,6,11,1,5,702.0137902462121,1,0,1,Precario,Semiurbano,-0.222656948702041,-0.09819267643275052
18702,99,11,160103,1,7,0,1,82,6,2,1,5,522.3092854817709,1,0,1,Precario,Semiurbano,-0.39891654688447575,-0.7424166943750715
18702,44,11,160103,1,7,11,1,40,6,6,1,5,156.29398600260416,1,0,1,Precario,Semiurbano,-0.7579153916790834,-0.5455704666704735
18702,78,11,160103,1,7,12,2,65,5,3,1,5,415.0339084201389,1,1,0,Precario,Semiurbano,-0.504135472144795,-0.5276753550609645
20583,1,11,160103,1,7,0,1,28,6,3,1,8,915.1726345486112,1,0,1,Precario,Rural,-0.013584325313874256,-0.7424166943750715
20583,2,11,160103,1,8,0,1,63,5,1,1,8,252.4761962890625,1,0,0,Precario,Rural,-0.6635769789630981,-0.7424166943750715
20583,3,11,160103,1,7,0,1,63,5,3,1,8,387.746337890625,1,0,0,Precario,Rural,-0.5308999443165504,-0.7424166943750715
20583,4,11,160103,1,7,0,1,63,5,4,1,8,305.8561604817708,1,0,0,Precario,Rural,-0.6112203001367515,-0.7424166943750715
20583,37,11,160103,1,7,0,1,30,5,5,1,8,241.82137044270834,1,0,0,Precario,Rural,-0.6740275535040309,-0.7424166943750715
20583,38,11,160103,1,7,0,1,50,6,6,1,8,97.36924913194444,1,0,1,Precario,Rural,-0.8157105507789754,-0.7424166943750715
20583,39,11,160103,1,7,0,1,64,5,4,1,8,392.7232666015625,1,0,0,Precario,Rural,-0.5260184225320946,-0.7424166943750715
20583,40,11,160103,1,7,0,1,39,6,6,1,8,234.2332085503472,1,0,1,Precario,Rural,-0.6814702515479337,-0.7424166943750715
18669,12,11,160104,1,7,8,1,54,7,7,1,5,671.5403645833333,1,0,1,Precario,Semiurbano,-0.2525462036743746,-0.5992558014990002
18669,26,11,160104,1,7,0,1,40,5,5,1,5,258.6545084635417,1,0,0,Precario,Semiurbano,-0.6575171040437309,-0.7424166943750715
18669,40,11,160104,1,7,9,1,58,3,2,1,5,310.2255859375,1,0,0,Precario,Semiurbano,-0.6069346358673752,-0.5813606898894913
18669,63,11,160104,1,7,11,2,49,7,3,1,5,676.7489691840277,1,1,1,Precario,Semiurbano,-0.24743744718987246,-0.5455704666704735
18669,74,11,160104,1,9,10,1,54,7,4,1,5,944.198974609375,1,0,1,Precario,Semiurbano,0.01488558445562915,-0.5634655782799823
18669,95,11,160104,1,7,31,2,54,3,2,1,5,775.16162109375,1,1,0,Precario,Semiurbano,-0.1509113500594024,-0.1876682344802951
18760,77,11,160104,1,7,0,1,63,6,4,1,7,265.45017496744794,1,0,1,Precario,Rural,-0.6508517093785807,-0.7424166943750715
18760,78,11,160104,5,7,0,2,60,5,3,1,7,417.39775933159723,1,1,0,Precario,Rural,-0.501816935876809,-0.7424166943750715
18760,79,11,160104,1,7,0,1,59,5,5,1,7,214.2501953125,1,0,0,Precario,Rural,-0.7010701936216963,-0.7424166943750715
18760,80,11,160104,1,7,0,1,60,3,1,1,7,439.1315511067708,1,0,0,Precario,Rural,-0.4804997774099456,-0.7424166943750715
18751,15,11,160104,1,7,0,1,27,5,5,1,8,177.780517578125,1,0,0,Precario,Rural,-0.7368407534734367,-0.7424166943750715
18751,13,11,160104,5,7,0,1,25,4,4,1,8,140.3847452799479,1,0,0,Precario,Rural,-0.7735196548044777,-0.7424166943750715
18751,14,11,160104,1,7,0,1,71,3,3,1,8,240.31925455729166,1,0,0,Precario,Rural,-0.6755008740684433,-0.7424166943750715
18751,100,11,160104,1,7,0,1,32,6,3,1,8,464.6628689236111,1,0,1,Precario,Rural,-0.45545789086757354,-0.7424166943750715
18751,101,11,160104,1,7,17,1,38,6,4,1,8,366.8457438151042,1,0,1,Precario,Rural,-0.5513998773502515,-0.43819979701341993
18751,102,11,160104,1,7,20,1,48,5,1,1,8,228.34440104166666,0,0,0,Precario,Rural,-0.6872461715595901,-0.3845144621848932
18751,103,11,160104,1,7,19,1,51,7,4,1,8,777.22314453125,1,0,1,Precario,Rural,-0.14888934569610768,-0.4024095737944021
18760,253,11,160104,5,7,0,1,79,4,1,1,7,384.6719563802083,1,0,0,Precario,Rural,-0.5339153904256831,-0.7424166943750715
18760,254,11,160104,1,7,0,1,43,4,3,1,7,312.48101128472223,1,0,0,Precario,Rural,-0.6047224466629201,-0.7424166943750715
18683,19,11,160105,1,7,0,2,84,3,1,1,5,186.25689697265668,1,1,0,Precario,Semiurbano,-0.7285268649146582,-0.7424166943750715
18683,32,11,160105,1,7,9,1,52,3,4,1,5,310.413330078125,1,0,0,Precario,Semiurbano,-0.6067504907518644,-0.5813606898894913
18683,48,11,160105,1,7,10,1,75,6,3,1,5,419.6806911892361,1,0,1,Precario,Semiurbano,-0.4995777674573375,-0.5634655782799823
18683,85,11,160105,1,7,10,1,54,6,5,1,5,1196.2651041666666,1,0,1,Precario,Semiurbano,0.2621196466701958,-0.5634655782799823
18683,60,11,160105,1,7,10,1,52,7,4,1,5,575.0950113932291,1,0,1,Precario,Semiurbano,-0.34714271488667725,-0.5634655782799823
18683,72,11,160105,1,7,9,2,43,6,4,1,5,380.9837239583333,1,1,1,Precario,Semiurbano,-0.5375329200225915,-0.5813606898894913
18777,45,11,160105,1,7,30,1,59,7,4,1,7,460.0758463541667,1,0,1,Precario,Rural,-0.4599569809488368,-0.20556334608980403
18777,47,11,160105,1,7,0,1,59,4,4,1,7,408.805908203125,1,0,0,Precario,Rural,-0.5102440825948776,-0.7424166943750715
18777,46,11,160105,1,7,42,1,48,6,7,1,7,186.37523251488096,1,0,1,Precario,Rural,-0.7284107978458305,0.009177993224302976
18739,18,11,160105,1,7,0,1,61,5,3,1,8,140.17142740885416,1,0,0,Precario,Rural,-0.7737288834061391,-0.7424166943750715
18739,19,11,160105,1,7,0,1,55,5,1,1,8,656.4112141927084,1,0,0,Precario,Rural,-0.2673853306744944,-0.7424166943750715
18739,20,11,160105,1,7,0,1,33,6,5,1,8,223.67586263020834,1,0,1,Precario,Rural,-0.6918252148372283,-0.7424166943750715
18777,137,11,160105,1,7,0,1,69,4,1,1,7,1130.7215169270833,1,0,0,Precario,Rural,0.1978325195031406,-0.7424166943750715
18777,139,11,160105,1,7,0,2,56,5,2,1,7,452.4112955729167,1,1,0,Precario,Rural,-0.46747460351885994,-0.7424166943750715
18777,141,11,160105,1,7,0,1,61,3,1,1,7,1062.0525716145833,1,0,0,Precario,Rural,0.13047994687699344,-0.7424166943750715
18777,142,11,160105,1,7,0,2,41,6,4,1,7,233.50335693359375,1,1,1,Precario,Rural,-0.6821861120260581,-0.7424166943750715
18777,143,11,160105,1,7,0,1,65,5,6,1,7,420.3623046875,1,0,0,Precario,Rural,-0.4989092203806952,-0.7424166943750715
18739,69,11,160105,1,7,0,1,39,5,5,1,8,212.89685872395836,1,0,0,Precario,Rural,-0.7023975869645321,-0.7424166943750715
18739,70,11,160105,1,7,0,1,61,4,2,1,8,1226.158447265625,1,0,0,Precario,Rural,0.2914399391684764,-0.7424166943750715
18739,71,11,160105,1,7,0,1,41,5,6,1,8,162.62935384114584,1,0,0,Precario,Rural,-0.7517014718275858,-0.7424166943750715
18739,72,11,160105,1,7,0,1,65,6,1,1,8,920.397216796875,1,0,1,Precario,Rural,-0.008459897470748327,-0.7424166943750715
18691,5,11,160106,1,7,68,2,60,3,2,1,5,1011.724365234375,1,1,0,Precario,Semiurbano,0.08111652415452944,0.4744508950715348
18691,24,11,160106,1,1,23,1,35,5,6,1,5,207.93301052517361,1,0,0,Duradero,Semiurbano,-0.7072662789881587,-0.33082912735636644
18691,61,11,160106,1,1,19,1,58,11,2,0,5,3117.470703125,0,0,1,Duradero,Semiurbano,2.1464960419203933,-0.4024095737944021
18692,6,11,160106,1,7,0,1,69,4,3,1,5,400.7735460069444,1,0,0,Precario,Semiurbano,-0.5181224656939013,-0.7424166943750715
18692,20,11,160106,1,8,20,1,32,5,4,1,5,894.8650716145834,1,0,0,Precario,Semiurbano,-0.03350259551810856,-0.3845144621848932
18691,80,11,160106,1,7,25,1,31,5,5,1,5,620.3487630208333,1,0,0,Precario,Semiurbano,-0.3027564704317328,-0.2950389041373486
18692,30,11,160106,1,7,40,1,35,7,4,1,5,300.8443196614583,1,0,1,Precario,Semiurbano,-0.6161360647710358,-0.026612229994714857
18692,44,11,160106,1,7,20,2,51,5,2,1,5,478.132568359375,1,1,0,Precario,Semiurbano,-0.44224640341322174,-0.3845144621848932
18692,57,11,160106,1,7,15,1,58,4,2,1,5,295.2431640625,1,0,0,Precario,Semiurbano,-0.6216298471140204,-0.4739900202324378
18692,82,11,160106,1,7,18,2,36,3,4,1,5,230.5146687825521,1,1,0,Precario,Semiurbano,-0.6851175075037936,-0.420304685403911
18720,45,11,160106,1,7,0,1,62,4,2,1,7,871.4435221354166,1,0,0,Precario,Rural,-0.05647515764402373,-0.7424166943750715
18720,47,11,160106,1,7,0,1,37,6,7,1,7,207.10267857142858,1,0,1,Precario,Rural,-0.7080806936113034,-0.7424166943750715
18720,48,11,160106,1,7,0,1,46,5,7,1,7,395.30780319940476,1,0,0,Precario,Rural,-0.5234834310869964,-0.7424166943750715
18720,181,11,160106,1,7,0,1,49,5,2,1,7,291.63429768880206,1,0,0,Precario,Rural,-0.6251695320971872,-0.7424166943750715
18720,182,11,160106,1,7,0,1,38,5,3,1,7,318.9471028645833,1,0,0,Precario,Rural,-0.5983803090232928,-0.7424166943750715
18720,184,11,160106,1,7,0,1,55,5,6,1,7,154.47733561197916,1,0,0,Precario,Rural,-0.7596972171726025,-0.7424166943750715
18720,185,11,160106,1,7,0,1,49,5,5,1,7,130.9254638671875,1,0,0,Precario,Rural,-0.7827976033071777,-0.7424166943750715
20703,21,11,160106,5,7,0,2,31,6,6,1,7,87.8104519314236,1,1,1,Precario,Rural,-0.825086107367719,-0.7424166943750715
20703,98,11,160106,5,7,0,2,55,8,1,1,7,3437.00390625,0,1,1,Precario,Rural,2.4599038447052193,-0.7424166943750715
20703,99,11,160106,5,7,0,1,29,5,6,1,7,193.52525499131946,1,0,0,Precario,Rural,-0.7213978401554021,-0.7424166943750715
20703,100,11,160106,5,9,0,1,75,1,2,1,7,1000.447509765625,1,0,0,Precario,Rural,0.0700558441994626,-0.7424166943750715
20703,101,11,160106,1,7,0,1,64,3,7,1,7,202.21647135416669,1,0,0,Precario,Rural,-0.712873233018591,-0.7424166943750715
20703,102,11,160106,5,7,0,1,59,5,6,1,7,289.3642578125,1,0,0,Precario,Rural,-0.6273960556725398,-0.7424166943750715
20703,103,11,160106,1,7,0,1,42,5,5,1,7,223.66448567708335,1,0,0,Precario,Rural,-0.6918363736959835,-0.7424166943750715
20703,104,11,160106,1,7,0,1,40,5,3,1,7,431.072265625,1,0,0,Precario,Rural,-0.4884045676794856,-0.7424166943750715
18742,50,11,160106,1,8,0,1,58,5,3,1,7,333.4346516927083,1,0,0,Precario,Rural,-0.5841704841864531,-0.7424166943750715
18742,52,11,160106,5,7,0,1,52,3,2,1,7,245.0136922200521,1,0,0,Precario,Rural,-0.6708964280240035,-0.7424166943750715
18742,51,11,160106,1,7,0,1,47,4,4,1,7,144.07451375325522,1,0,0,Precario,Rural,-0.769900618601997,-0.7424166943750715
18742,49,11,160106,1,7,0,1,73,3,3,1,7,168.21847873263889,1,0,0,Precario,Rural,-0.7462194895653307,-0.7424166943750715
18742,141,11,160106,1,7,0,1,57,5,4,1,7,225.9824015299479,1,0,0,Precario,Rural,-0.6895628919188732,-0.7424166943750715
18742,142,11,160106,5,7,0,1,56,6,7,1,7,187.89851888020831,1,0,1,Precario,Rural,-0.7269167126362176,-0.7424166943750715
18742,143,11,160106,1,7,0,1,66,4,2,1,7,512.7729085286459,1,0,0,Precario,Rural,-0.4082701130183763,-0.7424166943750715
18733,34,11,160107,1,7,0,1,52,5,5,1,8,412.0038411458333,1,0,0,Precario,Rural,-0.5071074535146273,-0.7424166943750715
18733,35,11,160107,5,7,0,2,72,3,2,1,8,226.16206868489584,1,1,0,Precario,Rural,-0.6893866689545172,-0.7424166943750715
18733,36,11,160107,5,7,0,1,74,5,3,1,8,213.67178005642361,1,0,0,Precario,Rural,-0.7016375207499297,-0.7424166943750715
18733,122,11,160107,5,7,0,1,57,5,6,1,8,125.38307020399306,1,0,0,Precario,Rural,-0.7882337501712983,-0.7424166943750715
18733,123,11,160107,5,7,0,1,68,5,9,1,8,158.53611472800924,1,0,0,Precario,Rural,-0.7557162442023341,-0.7424166943750715
18733,124,11,160107,5,7,0,1,51,5,6,1,8,166.54871961805557,1,0,0,Precario,Rural,-0.7478572396650498,-0.7424166943750715
18733,125,11,160107,1,7,0,1,47,3,4,1,8,170.84903971354166,1,0,0,Precario,Rural,-0.7436393560172259,-0.7424166943750715
18733,126,11,160107,5,7,0,1,23,5,4,1,8,125.06219482421875,1,0,0,Precario,Rural,-0.7885484744214208,-0.7424166943750715
18716,17,11,160107,1,7,0,1,65,5,5,1,8,447.1370768229167,1,0,0,Precario,Rural,-0.4726477163399316,-0.7424166943750715
18716,18,11,160107,5,9,0,1,65,4,2,1,8,445.6601969401042,1,0,0,Precario,Rural,-0.47409628467186893,-0.7424166943750715
18716,20,11,160107,1,7,0,1,70,6,2,1,8,250.4106648763021,1,0,1,Precario,Rural,-0.6656029144694092,-0.7424166943750715
18716,75,11,160107,1,7,0,1,45,10,6,1,8,1029.6324869791667,1,0,1,Precario,Rural,0.09868135007292622,-0.7424166943750715
18716,76,11,160107,1,7,0,1,46,6,8,1,8,304.9248046875,1,0,1,Precario,Rural,-0.612133801989575,-0.7424166943750715
18716,77,11,160107,1,9,0,1,41,5,4,1,8,260.68182373046875,1,0,0,Precario,Rural,-0.6555286520858566,-0.7424166943750715
18716,80,11,160107,1,7,0,1,51,6,3,1,8,596.9318033854166,1,0,1,Precario,Rural,-0.32572453070046764,-0.7424166943750715
18640,70,11,160108,1,1,116,2,53,6,1,1,2,4567.665690104167,0,1,1,Duradero,Urbano,3.568891023204735,1.333416252327963
18571,99,11,160108,1,1,24,2,43,6,6,1,2,628.0353732638889,1,1,1,Duradero,Urbano,-0.2952172112762547,-0.31293401574685753
18571,237,11,160108,1,1,36,1,39,5,5,1,2,613.309375,0,0,0,Duradero,Urbano,-0.3096609145113552,-0.09819267643275052
18571,271,11,160108,1,1,71,2,56,5,7,1,2,754.7501395089286,1,1,0,Duradero,Urbano,-0.1709315468105341,0.5281362299000616
18571,64,11,160108,1,7,9,1,39,5,5,1,2,203.25587565104166,1,0,0,Precario,Urbano,-0.7118537539356575,-0.5813606898894913
18571,301,11,160108,1,8,15,1,64,6,7,1,2,664.056640625,0,0,1,Precario,Urbano,-0.2598864658427223,-0.4739900202324378
18571,26,11,160108,1,7,30,1,31,4,2,1,2,1076.677001953125,1,0,0,Precario,Urbano,0.1448240292276126,-0.20556334608980403
18647,64,11,160108,1,1,37,1,44,9,9,1,2,241.26479311342595,1,0,1,Duradero,Urbano,-0.6745734613350302,-0.08029756482324162
18640,59,11,160108,1,7,56,1,68,6,4,1,2,169.84306844075522,1,0,1,Precario,Urbano,-0.7446260429817894,0.2597095557574278
18647,45,11,160108,1,8,9,2,65,5,6,1,2,267.01388888888886,1,1,0,Precario,Urbano,-0.6493179716026316,-0.5813606898894913
18640,5,11,160108,1,8,12,1,45,5,5,1,2,451.72109375,1,0,0,Precario,Urbano,-0.4681515742833466,-0.5276753550609645
18640,16,11,160108,1,8,9,2,42,7,5,0,2,1520.0151041666666,0,1,1,Precario,Urbano,0.5796634110091226,-0.5813606898894913
18647,8,11,160108,1,8,20,1,31,6,7,1,2,917.3174293154761,1,0,1,Precario,Urbano,-0.011480645919265065,-0.3845144621848932
18647,27,11,160108,1,8,44,2,53,7,7,1,2,677.3479817708333,1,1,1,Precario,Urbano,-0.24684991757844194,0.04496821644332081
18580,14,11,160108,1,7,32,1,66,6,7,0,2,572.9944196428571,1,0,1,Precario,Urbano,-0.3492030386295419,-0.1697731228707862
18580,127,11,160108,1,8,120,1,54,6,7,1,2,918.138671875,1,0,1,Precario,Urbano,-0.01067514644810973,1.4049966987659985
18580,106,11,160108,1,1,62,1,55,7,4,1,2,667.5208333333334,1,0,1,Duradero,Urbano,-0.2564886811539203,0.3670802254144813
18580,117,11,160108,1,8,8,1,69,6,1,1,2,503.36572265625,1,0,1,Precario,Urbano,-0.4174969646438792,-0.5992558014990002
18580,30,11,160108,1,1,9,1,37,4,8,1,2,177.2575480143229,1,0,0,Duradero,Urbano,-0.7373536977944387,-0.5813606898894913
18653,97,11,160108,1,9,33,1,27,8,2,1,2,1250.1881510416667,1,0,1,Precario,Urbano,0.31500899737077326,-0.15187801126127728
18653,122,11,160108,1,9,57,1,43,6,5,1,2,445.2853190104167,1,0,1,Precario,Urbano,-0.47446397625166986,0.27760466736693673
18653,172,11,160108,1,1,77,2,51,8,10,1,2,941.5338541666666,1,1,1,Duradero,Urbano,0.01227155394506778,0.635506899557115
18647,101,11,160108,1,7,88,2,72,7,11,1,2,702.1733546401515,1,1,1,Precario,Urbano,-0.22250044313198394,0.8323531272617132
18647,119,11,160108,1,1,7,2,30,5,4,1,2,1063.9679361979167,1,1,0,Duradero,Urbano,0.13235859422795304,-0.6171509131085091
18653,49,11,160108,1,7,340,1,29,8,3,0,2,1125.5645616319446,1,0,1,Precario,Urbano,0.19277442221527682,5.3419212528579605
20572,54,11,160108,1,1,60,1,30,6,2,0,2,905.197509765625,0,0,1,Duradero,Urbano,-0.023368228551989955,0.3312900021954635
18580,74,11,160108,1,7,10,2,36,5,6,1,2,642.48193359375,1,1,0,Precario,Urbano,-0.2810475891947304,-0.5634655782799823
20572,65,11,160108,1,1,31,1,61,8,10,1,2,578.8119791666667,1,0,1,Duradero,Urbano,-0.3434970007902947,-0.1876682344802951
18640,48,11,160108,1,7,25,1,31,6,3,1,2,628.5716145833334,0,0,1,Precario,Urbano,-0.2946912496170409,-0.2950389041373486
18640,37,11,160108,1,7,14,2,37,5,4,1,2,224.7795613606771,1,1,0,Precario,Urbano,-0.6907426738346981,-0.4918851318419467
18631,104,11,160108,1,1,41,2,58,6,4,1,2,360.2814127604167,0,1,1,Duradero,Urbano,-0.5578383712297029,-0.008717118385205941
18578,31,11,160108,1,1,98,1,30,5,3,1,2,644.3379991319445,1,0,0,Duradero,Urbano,-0.2792271041357095,1.0113042433568022
18578,84,11,160108,1,8,76,1,54,6,6,1,2,345.6736111111111,1,0,1,Precario,Urbano,-0.5721661436603961,0.6176117879476062
18578,103,11,160108,1,7,16,1,56,8,6,1,2,1054.003146701389,1,0,1,Precario,Urbano,0.12258482815050921,-0.45609490862292884
18631,71,11,160108,1,7,60,1,49,8,4,0,2,460.9761555989583,1,0,1,Precario,Urbano,-0.4590739304881101,0.3312900021954635
18635,22,11,160108,1,1,0,1,37,7,1,0,2,2757.5706380208335,0,0,1,Duradero,Urbano,1.7934952034369904,-0.7424166943750715
18631,5,11,160108,1,8,0,1,33,5,2,1,2,767.2312825520834,1,0,0,Precario,Urbano,-0.15868966528103298,-0.7424166943750715
18616,103,11,160108,1,1,20,1,41,9,4,1,2,570.1561279296875,0,0,1,Duradero,Urbano,-0.35198692074503796,-0.3845144621848932
18616,22,11,160108,1,7,10,1,42,7,6,1,2,827.3257378472222,1,0,1,Precario,Urbano,-0.09974721107156356,-0.5634655782799823
18616,123,11,160108,1,1,150,1,60,8,8,0,2,1552.2109375,1,0,1,Duradero,Urbano,0.6112420553726604,1.941850047051266
18635,68,11,160108,1,1,121,2,61,9,2,0,2,2314,1,1,1,Duradero,Urbano,1.3584277435223806,1.4228918103755075
18578,12,11,160108,1,1,26,1,65,7,5,1,2,445.1484700520833,1,0,1,Duradero,Urbano,-0.47459820183738427,-0.2771437925278397
18578,50,11,160108,1,1,9,1,64,99,4,1,2,1065.4856770833333,1,0,0,Duradero,Urbano,0.13384724026361716,-0.5813606898894913
18578,65,11,160108,1,8,44,1,81,5,4,1,2,618.2247721354166,1,0,0,Precario,Urbano,-0.30483974475196995,0.04496821644332081
18572,56,11,160108,1,7,15,1,29,5,5,0,2,191.22999674479166,1,0,0,Precario,Urbano,-0.7236490986688613,-0.4739900202324378
18616,5,11,160108,1,8,30,1,53,6,4,1,2,552.3124593098959,1,0,1,Precario,Urbano,-0.3694885290945206,-0.20556334608980403
18616,42,11,160108,1,7,96,2,44,7,5,1,2,845.2570963541666,1,1,1,Precario,Urbano,-0.08215959383602389,0.9755140201377845
18616,63,11,160108,1,7,31,2,61,6,3,0,2,293.25103081597223,1,1,1,Precario,Urbano,-0.6235837914851932,-0.1876682344802951
18572,96,11,160108,1,7,0,2,60,3,1,1,2,720.4596354166666,0,1,0,Precario,Urbano,-0.204564707429951,-0.7424166943750715
18572,135,11,160108,1,7,40,1,69,4,4,1,2,665.8350830078125,1,0,0,Precario,Urbano,-0.2581421159156237,-0.026612229994714857
18572,152,11,160108,1,7,19,1,53,5,5,1,2,380.7953776041667,1,0,0,Precario,Urbano,-0.5377176558073068,-0.4024095737944021
18572,168,11,160108,1,8,25,2,27,6,3,1,2,315.99728732638886,0,1,1,Precario,Urbano,-0.6012735770699451,-0.2950389041373486
18572,36,11,160108,1,7,40,1,46,5,4,1,2,505.6875,1,0,0,Precario,Urbano,-0.41521969540004533,-0.026612229994714857
18631,87,11,160108,1,1,150,1,61,8,4,1,2,347.3429361979167,1,0,1,Duradero,Urbano,-0.5705288192682118,1.941850047051266
18601,14,11,160108,1,1,98,1,53,9,9,1,2,820.798900462963,1,0,1,Duradero,Urbano,-0.1061489300282452,1.0113042433568022
18601,37,11,160108,1,8,82,1,62,6,13,1,2,395.82774939903845,1,0,1,Precario,Urbano,-0.5229734521727557,0.7249824576046596
18601,61,11,160108,1,8,37,1,54,6,8,1,2,998.670166015625,1,0,1,Precario,Urbano,0.06831257184456141,-0.08029756482324162
18601,84,11,160108,1,8,20,1,54,6,5,1,2,840.2245442708333,1,0,1,Precario,Urbano,-0.08709567270173307,-0.3845144621848932
18601,108,11,160108,1,1,20,1,58,6,3,1,2,590.3187934027777,1,0,1,Duradero,Urbano,-0.33221077034061613,-0.3845144621848932
18601,131,11,160108,1,7,21,2,30,9,4,1,2,1019.1815592447916,1,1,1,Precario,Urbano,0.08843076494981406,-0.3666193505753843
18565,92,11,160108,1,1,77,1,65,99,3,0,2,797.0676540798612,0,0,0,Duradero,Urbano,-0.12942525221803577,0.635506899557115
18653,147,12,160108,1,1,52,1,66,9,2,0,2,1448.8658854166667,1,0,1,Duradero,Urbano,0.5098781113901304,0.18812910931939214
18653,147,22,160108,8,9,158,1,41,9,5,1,2,1103.17890625,1,0,1,Precario,Urbano,0.17081789626260763,2.0850109399273373
18567,23,11,160108,1,1,19,1,66,6,1,1,2,1512.4990234375,1,0,1,Duradero,Urbano,0.5722914123440574,-0.4024095737944021
18565,20,11,160108,3,1,0,2,31,8,3,1,2,672.3151041666666,0,1,1,Duradero,Urbano,-0.25178631572480226,-0.7424166943750715
18565,34,11,160108,4,7,20,1,55,6,1,0,2,420.3406575520833,1,0,1,Precario,Urbano,-0.4989304525439921,-0.3845144621848932
18565,47,11,160108,1,1,31,1,69,5,1,1,2,995.0104166666666,1,0,0,Duradero,Urbano,0.06472297930462263,-0.1876682344802951
18565,78,11,160108,1,1,145,2,51,10,2,0,2,106.7678934733075,0,1,1,Duradero,Urbano,-0.806492076944723,1.8523744890037215
18567,13,11,160108,1,7,68,1,55,9,3,1,2,1918.7554253472224,0,0,1,Precario,Urbano,0.9707599440790418,0.4744508950715348
18567,32,11,160108,1,9,126,1,70,5,3,0,2,976.9549696180555,1,0,0,Precario,Urbano,0.04701365228489097,1.512367368423052
18567,74,11,160108,1,1,105,2,68,11,4,0,2,1451.99853515625,0,1,1,Duradero,Urbano,0.5129507087358065,1.1365700246233648
18596,136,11,160108,1,1,156,2,41,10,4,0,2,1966.4518229166667,0,1,1,Duradero,Urbano,1.0175420093442384,2.0492207167083194
18596,166,11,160108,1,1,200,1,82,10,5,0,2,2171.310026041667,1,0,1,Duradero,Urbano,1.2184731135172762,2.836605627526712
18633,52,12,160108,1,1,36,1,26,7,5,1,2,444.4331380208333,1,0,1,Duradero,Urbano,-0.47529982106813434,-0.09819267643275052
18633,52,22,160108,8,9,141,1,65,6,1,1,2,1605.6520182291667,1,0,1,Precario,Urbano,0.6636586791412475,1.7807940425656859
18633,65,12,160108,1,1,0,1,29,8,1,1,2,3306.75,1,0,1,Duradero,Urbano,2.3321468849817455,-0.7424166943750715
18633,79,11,160108,1,1,275,2,49,6,9,1,2,922.7493489583334,1,1,1,Duradero,Urbano,-0.006152855306201153,4.178738998239881
18633,92,11,160108,1,1,48,1,61,8,3,0,2,834.9068467881945,1,0,1,Duradero,Urbano,-0.09231143077510076,0.11654866288135649
18633,118,11,160108,1,1,63,2,60,11,3,0,2,768.2362196180555,0,1,1,Duradero,Urbano,-0.15770399269770474,0.3849753370239902
18635,53,11,160108,1,1,73,1,39,10,5,1,2,1598.1893229166667,1,0,1,Duradero,Urbano,0.6563390425029596,0.5639264531190794
18635,110,11,160108,1,9,0,1,88,6,2,1,2,646.7642822265625,1,0,1,Precario,Urbano,-0.27684733249951826,-0.7424166943750715
18635,130,11,160108,1,1,245,2,57,10,10,1,2,1734.61953125,0,1,1,Duradero,Urbano,0.7901539055877801,3.641885649954613
18643,11,11,160108,1,1,31,1,87,6,5,1,2,805.62265625,1,0,1,Duradero,Urbano,-0.12103424806966959,-0.1876682344802951
18643,28,11,160108,1,1,60,1,43,10,1,0,2,1910.4454752604167,1,0,1,Duradero,Urbano,0.962609294404809,0.3312900021954635
18643,61,11,160108,1,1,176,2,38,6,3,0,2,3298.0865885416665,1,1,1,Duradero,Urbano,2.323649549733881,2.4071229488984978
