CONGLOME,VIVIENDA,HOGAR,UBIGEO,P1131,P1132,P1133,P1135,P1136,P1137,P1139,P1121,P1141,P1142,P101,P102,P1172$02,radio,tv_color,tv_bn,refrigeradora,P207,P208A,P301A,MIEPERHO,INGHOG2D
18683,19,11,160105,0,0,0,0,0,0,0,1,0,0,1,7,0,2,1,2,2,2,84,3,1,2235.08276367188
18683,32,11,160105,0,0,0,0,1,1,0,1,0,0,1,7,9,2,2,2,2,1,52,3,4,14899.83984375
18683,48,11,160105,0,0,0,0,1,1,0,1,0,0,1,7,10,1,1,2,1,1,75,6,3,15108.5048828125
18683,85,11,160105,0,1,0,0,1,0,0,1,0,1,1,7,10,2,1,2,1,1,54,6,5,71775.90625
18683,60,11,160105,0,1,0,0,1,1,0,1,0,1,1,7,10,2,1,2,2,1,52,7,4,27604.560546875
18683,72,11,160105,0,0,0,0,1,1,0,1,0,1,1,7,9,1,2,2,2,2,43,6,4,18287.21875
18777,45,11,160105,0,1,0,0,1,0,0,1,0,1,1,7,30,2,2,2,1,1,59,7,4,22083.640625
18777,47,11,160105,0,0,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,1,59,4,4,19622.68359375
18777,46,11,160105,0,1,0,0,1,0,0,1,0,1,1,7,42,2,1,2,2,1,48,6,7,15655.51953125
18739,18,11,160105,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,61,5,3,5046.17138671875
18739,19,11,160105,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,55,5,1,7876.9345703125
18739,20,11,160105,0,0,0,0,1,1,0,0,0,1,1,7,0,1,1,2,2,1,33,6,5,13420.5517578125
18777,137,11,160105,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,69,4,1,13568.658203125
18777,139,11,160105,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,2,56,5,2,10857.87109375
18777,141,11,160105,0,1,0,0,1,0,0,0,0,0,1,7,0,2,2,2,2,1,61,3,1,12744.630859375
18777,142,11,160105,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,2,2,41,6,4,11208.1611328125
18777,143,11,160105,0,1,0,0,1,0,0,0,0,1,1,7,0,1,1,2,1,1,65,5,6,30266.0859375
18739,69,11,160105,0,0,0,0,1,0,0,0,0,0,1,7,0,2,2,2,2,1,39,5,5,12773.8115234375
18739,70,11,160105,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,61,4,2,29427.802734375
18739,71,11,160105,0,0,0,0,1,0,0,0,0,0,1,7,0,2,1,2,1,1,41,5,6,11709.3134765625
18739,72,11,160105,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,65,6,1,11044.7666015625
18691,5,11,160106,0,0,0,0,1,1,0,1,0,1,1,7,68,1,2,2,2,2,60,3,2,24281.384765625
18691,24,11,160106,0,1,0,0,1,0,0,1,0,1,1,1,23,1,1,2,1,1,35,5,6,14971.1767578125
18691,61,11,160106,1,1,0,0,0,0,0,1,0,1,1,1,19,1,1,2,2,1,58,11,2,74819.296875
18692,6,11,160106,0,0,0,0,1,0,0,1,0,1,1,7,0,1,1,2,2,1,69,4,3,14427.84765625
18692,20,11,160106,0,1,0,0,1,0,0,1,0,1,1,8,20,2,1,2,2,1,32,5,4,42953.5234375
18691,80,11,160106,0,1,0,0,0,1,0,1,0,0,1,7,25,1,1,2,2,1,31,5,5,37220.92578125
18692,30,11,160106,0,1,0,0,1,0,0,1,0,1,1,7,40,2,1,2,1,1,35,7,4,14440.52734375
18692,44,11,160106,0,1,0,0,1,0,0,1,0,0,1,7,20,2,1,2,2,2,51,5,2,11475.181640625
18692,57,11,160106,0,1,0,0,1,0,0,1,0,0,1,7,15,1,1,2,2,1,58,4,2,7085.8359375
18692,82,11,160106,0,0,0,0,1,0,0,1,0,0,1,7,18,1,1,2,2,2,36,3,4,11064.7041015625
18720,45,11,160106,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,62,4,2,20914.64453125
18720,47,11,160106,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,37,6,7,17396.625
18720,48,11,160106,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,46,5,7,33205.85546875
18720,181,11,160106,0,1,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,49,5,2,6999.22314453125
18720,182,11,160106,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,38,5,3,11482.095703125
18720,184,11,160106,0,1,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,55,5,6,11122.3681640625
18720,185,11,160106,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,49,5,5,7855.52783203125
20703,21,11,160106,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,2,31,6,6,6322.3525390625
20703,98,11,160106,0,1,0,0,0,0,0,0,0,1,5,7,0,2,2,2,2,2,55,8,1,41244.046875
20703,99,11,160106,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,29,5,6,13933.818359375
20703,100,11,160106,0,0,0,0,1,1,0,0,0,0,5,9,0,2,2,2,2,1,75,1,2,24010.740234375
20703,101,11,160106,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,64,3,7,16986.18359375
20703,102,11,160106,0,0,0,0,1,1,0,0,0,1,5,7,0,2,1,2,2,1,59,5,6,20834.2265625
20703,103,11,160106,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,42,5,5,13419.869140625
20703,104,11,160106,0,0,0,0,1,1,0,0,0,0,1,7,0,2,1,2,2,1,40,5,3,15518.6015625
18742,50,11,160106,0,1,0,0,1,0,0,0,0,1,1,8,0,2,2,2,2,1,58,5,3,12003.6474609375
18742,52,11,160106,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,52,3,2,5880.32861328125
18742,51,11,160106,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,47,4,4,6915.57666015625
18742,49,11,160106,0,1,0,0,1,0,0,0,0,0,1,7,0,2,2,2,2,1,73,3,3,6055.865234375
18742,141,11,160106,0,0,0,0,1,0,0,0,0,0,1,7,0,2,2,2,2,1,57,5,4,10847.1552734375
18742,142,11,160106,0,0,0,0,1,0,0,0,0,1,5,7,0,2,2,2,2,1,56,6,7,15783.4755859375
18742,143,11,160106,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,1,66,4,2,12306.5498046875
18733,34,11,160107,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,52,5,5,24720.23046875
18733,35,11,160107,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,2,72,3,2,5427.8896484375
18733,36,11,160107,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,74,5,3,7692.18408203125
18733,122,11,160107,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,57,5,6,9027.5810546875
18733,123,11,160107,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,68,5,9,17121.900390625
18733,124,11,160107,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,51,5,6,11991.5078125
18733,125,11,160107,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,47,3,4,8200.75390625
18733,126,11,160107,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,23,5,4,6002.9853515625
18716,17,11,160107,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,65,5,5,26828.224609375
18716,18,11,160107,0,0,0,0,1,1,0,0,0,0,5,9,0,2,2,2,2,1,65,4,2,10695.8447265625
18716,20,11,160107,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,70,6,2,6009.85595703125
18716,75,11,160107,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,1,45,10,6,74133.5390625
18716,76,11,160107,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,46,6,8,29272.78125
18716,77,11,160107,0,0,0,0,1,1,0,0,0,0,1,9,0,2,2,2,2,1,41,5,4,12512.7275390625
18716,80,11,160107,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,51,6,3,21489.544921875
18640,70,11,160108,0,1,0,1,0,1,0,1,0,1,1,1,116,1,1,2,1,2,53,6,1,54811.98828125
18571,99,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,24,2,1,2,2,2,43,6,6,45218.546875
18571,237,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,36,2,1,2,2,1,39,5,5,36798.5625
18571,271,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,71,2,1,2,1,2,56,5,7,63399.01171875
18571,64,11,160108,0,0,0,1,0,1,0,1,0,1,1,7,9,2,2,2,2,1,39,5,5,12195.3525390625
18571,301,11,160108,0,1,0,1,0,0,0,1,0,1,1,8,15,2,1,2,2,1,64,6,7,55780.7578125
18571,26,11,160108,0,0,0,0,0,1,0,1,0,1,1,7,30,1,1,2,2,1,31,4,2,25840.248046875
18647,64,11,160108,0,1,0,0,0,1,0,1,0,1,1,1,37,2,1,2,1,1,44,9,9,26056.59765625
18640,59,11,160108,0,0,0,1,1,1,0,1,0,1,1,7,56,1,1,2,2,1,68,6,4,8152.46728515625
18647,45,11,160108,0,1,0,1,0,1,0,1,0,1,1,8,9,2,1,2,2,2,65,5,6,19225
18640,5,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,12,1,1,2,2,1,45,5,5,27103.265625
18640,16,11,160108,1,1,0,0,0,0,0,1,0,1,1,8,9,1,1,2,2,2,42,7,5,91200.90625
18647,8,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,20,2,1,2,1,1,31,6,7,77054.6640625
18647,27,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,44,1,1,2,1,2,53,7,7,56897.23046875
18580,14,11,160108,0,1,0,0,0,0,0,1,0,1,1,7,32,2,1,2,2,1,66,6,7,48131.53125
18580,127,11,160108,0,1,0,1,1,0,0,1,0,1,1,8,120,2,1,2,2,1,54,6,7,77123.6484375
18580,106,11,160108,0,1,0,1,0,1,0,1,0,1,1,1,62,2,1,2,1,1,55,7,4,32041
18580,117,11,160108,0,0,0,1,0,1,0,1,0,1,1,8,8,2,2,2,2,1,69,6,1,6040.388671875
18580,30,11,160108,0,0,0,1,1,1,0,1,0,0,1,1,9,2,1,2,2,1,37,4,8,17016.724609375
18653,97,11,160108,0,1,0,1,0,0,0,1,0,1,1,9,33,1,1,2,2,1,27,8,2,30004.515625
18653,122,11,160108,0,1,0,1,0,0,0,1,0,1,1,9,57,2,1,2,1,1,43,6,5,26717.119140625
18653,172,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,77,2,1,2,1,2,51,8,10,112984.0625
18647,101,11,160108,0,1,0,1,0,1,0,1,0,1,1,7,88,2,1,2,1,2,72,7,11,92686.8828125
18647,119,11,160108,0,1,0,1,0,1,0,1,0,1,1,1,7,2,1,2,2,2,30,5,4,51070.4609375
18653,49,11,160108,0,1,0,0,0,0,0,1,0,1,1,7,340,2,1,2,1,1,29,8,3,40520.32421875
20572,54,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,60,1,1,2,2,1,30,6,2,21724.740234375
18580,74,11,160108,0,0,0,1,0,1,0,1,0,1,1,7,10,1,2,2,2,2,36,5,6,46258.69921875
20572,65,11,160108,0,0,0,1,0,0,0,1,0,1,1,1,31,1,1,2,2,1,61,8,10,69457.4375
18640,48,11,160108,0,1,0,0,0,1,0,1,0,1,1,7,25,1,1,2,1,1,31,6,3,22628.578125
18640,37,11,160108,0,0,0,0,1,0,0,1,0,0,1,7,14,1,2,2,2,2,37,5,4,10789.4189453125
18631,104,11,160108,0,1,0,0,0,1,0,1,0,1,1,1,41,2,1,2,1,2,58,6,4,17293.5078125
18578,31,11,160108,0,0,0,1,0,0,0,1,0,1,1,1,98,2,1,2,2,1,30,5,3,23196.16796875
18578,84,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,76,1,1,2,1,1,54,6,6,24888.5
18578,103,11,160108,0,1,0,1,0,0,0,1,0,1,1,7,16,2,1,2,1,1,56,8,6,75888.2265625
18631,71,11,160108,0,1,0,0,0,0,0,1,0,1,1,7,60,2,1,2,1,1,49,8,4,22126.85546875
18635,22,11,160108,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,2,2,1,37,7,1,33090.84765625
18631,5,11,160108,0,0,0,1,0,0,0,0,0,0,1,8,0,2,2,2,2,1,33,5,2,18413.55078125
18616,103,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,20,1,1,2,1,1,41,9,4,27367.494140625
18616,22,11,160108,0,1,0,0,0,1,0,1,0,1,1,7,10,1,1,2,1,1,42,7,6,59567.453125
18616,123,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,150,2,1,2,1,1,60,8,8,149012.25
18635,68,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,121,2,1,2,1,2,61,9,2,55536
18578,12,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,26,2,1,2,1,1,65,7,5,26708.908203125
18578,50,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,9,2,1,2,1,1,64,99,4,51143.3125
18578,65,11,160108,0,1,0,1,0,0,0,1,0,1,1,8,44,2,1,2,1,1,81,5,4,29674.7890625
18572,56,11,160108,0,1,0,0,0,0,0,1,0,1,1,7,15,1,2,2,2,1,29,5,5,11473.7998046875
18616,5,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,30,2,1,2,2,1,53,6,4,26510.998046875
18616,42,11,160108,0,1,0,1,0,0,0,1,0,1,1,7,96,2,1,2,2,2,44,7,5,50715.42578125
18616,63,11,160108,0,1,0,0,0,0,0,1,0,1,1,7,31,2,1,2,2,2,61,6,3,10557.037109375
18572,96,11,160108,0,0,0,1,0,1,0,0,0,0,1,7,0,2,2,2,2,2,60,3,1,8645.515625
18572,135,11,160108,0,0,0,1,0,1,0,1,0,1,1,7,40,1,2,2,2,1,69,4,4,31960.083984375
18572,152,11,160108,0,0,0,1,0,1,0,1,0,1,1,7,19,2,1,2,2,1,53,5,5,22847.72265625
18572,168,11,160108,0,1,0,0,0,1,0,1,0,1,1,8,25,2,1,2,2,2,27,6,3,11375.90234375
18572,36,11,160108,0,1,0,1,0,1,0,1,0,1,1,7,40,2,1,2,1,1,46,5,4,24273
18631,87,11,160108,0,1,0,1,1,0,0,1,0,1,1,1,150,1,1,2,2,1,61,8,4,16672.4609375
18601,14,11,160108,0,1,0,1,0,1,0,1,0,1,1,1,98,2,1,2,1,1,53,9,9,88646.28125
18601,37,11,160108,0,1,0,1,0,1,0,1,0,1,1,8,82,2,1,2,1,1,62,6,13,61749.12890625
18601,61,11,160108,0,1,0,1,0,1,0,1,0,1,1,8,37,2,2,2,1,1,54,6,8,95872.3359375
18601,84,11,160108,0,1,0,0,0,0,0,1,0,1,1,8,20,2,2,2,2,1,54,6,5,50413.47265625
18601,108,11,160108,0,1,0,0,0,1,0,1,0,0,1,1,20,1,1,2,1,1,58,6,3,21251.4765625
18601,131,11,160108,0,1,0,1,0,0,0,1,0,1,1,7,21,2,1,2,2,2,30,9,4,48920.71484375
18565,92,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,77,2,1,2,1,1,65,99,3,28694.435546875
18653,147,12,160108,0,0,0,0,0,0,0,1,0,1,1,1,52,2,1,2,2,1,66,9,2,34772.78125
18653,147,22,160108,0,1,0,1,0,0,0,1,0,1,8,9,158,2,1,2,2,1,41,9,5,66190.734375
18567,23,11,160108,0,0,0,1,0,0,0,1,0,1,1,1,19,1,1,2,2,1,66,6,1,18149.98828125
18565,20,11,160108,0,1,0,0,0,0,0,1,0,1,3,1,0,2,2,2,2,2,31,8,3,24203.34375
18565,34,11,160108,0,0,0,0,0,0,0,1,0,1,4,7,20,1,1,2,2,1,55,6,1,5044.087890625
18565,47,11,160108,0,0,0,0,0,1,0,1,0,1,1,1,31,1,1,2,2,1,69,5,1,11940.125
18565,78,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,145,2,1,2,1,2,51,10,2,2562.42944335938
18567,13,11,160108,0,1,0,1,0,0,0,1,0,1,1,7,68,1,1,2,1,1,55,9,3,69075.1953125
18567,32,11,160108,0,1,0,0,0,0,0,1,0,1,1,9,126,1,1,2,1,1,70,5,3,35170.37890625
18567,74,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,105,1,1,2,2,2,68,11,4,69695.9296875
18596,136,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,156,1,1,2,1,2,41,10,4,94389.6875
18596,166,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,200,2,1,2,1,1,82,10,5,130278.6015625
18633,52,12,160108,0,1,0,1,0,0,0,1,0,1,1,1,36,2,1,2,1,1,26,7,5,26665.98828125
18633,52,22,160108,0,1,0,1,0,0,0,1,0,1,8,9,141,2,1,2,1,1,65,6,1,19267.82421875
18633,65,12,160108,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,2,2,1,29,8,1,39681
18633,79,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,275,1,1,2,1,2,49,6,9,99656.9296875
18633,92,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,48,1,1,2,1,1,61,8,3,30056.646484375
18633,118,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,63,1,1,2,1,2,60,11,3,27656.50390625
18635,53,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,73,2,1,2,1,1,39,10,5,95891.359375
18635,110,11,160108,0,0,0,1,1,0,0,1,0,0,1,9,0,2,1,2,2,1,88,6,2,15522.3427734375
18635,130,11,160108,1,1,0,1,0,0,0,1,0,1,1,1,245,2,1,2,1,2,57,10,10,208154.34375
18643,11,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,31,2,2,2,2,1,87,6,5,48337.359375
18643,28,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,60,1,1,2,1,1,43,10,1,22925.345703125
18643,61,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,176,1,1,2,1,2,38,6,3,118731.1171875
18643,79,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,2,1,1,48,10,4,61423.671875
18643,175,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,146,1,1,2,1,1,67,10,3,76649.6875
18653,24,11,160108,0,1,0,1,0,0,0,1,0,1,1,9,21,2,1,2,2,2,28,5,4,32410.3515625
20572,10,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,105,2,1,2,1,2,43,10,3,66919.21875
20572,21,11,160108,0,0,0,0,0,0,0,1,0,1,1,8,0,2,1,2,2,1,43,6,2,40500.9921875
20572,32,12,160108,0,1,0,1,0,0,0,1,0,1,1,1,42,1,1,2,2,1,64,7,4,31325.373046875
20572,32,22,160108,0,1,0,1,0,0,0,1,0,1,8,9,69,1,2,2,2,1,36,5,3,12717
18567,64,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,162,2,1,2,1,1,47,10,5,47363.3515625
18643,127,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,174,1,1,2,1,1,52,7,2,39154.84375
18565,5,11,160108,1,1,0,1,0,0,0,1,0,1,1,1,68,1,1,2,1,1,37,10,3,74160.5234375
18643,160,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,111,1,2,2,1,1,54,10,6,108037.546875
18635,99,11,160108,1,1,0,1,0,0,0,1,0,1,1,1,208,2,1,2,1,1,58,10,5,45662.34765625
18596,41,11,160108,0,1,0,1,0,0,0,1,0,1,1,1,29,2,1,2,2,1,51,6,2,31483.587890625
18596,57,11,160108,0,0,0,1,0,1,0,1,0,1,1,1,13,1,1,2,2,2,82,6,1,10540.2060546875
18596,77,11,160108,1,1,0,1,0,0,0,1,0,1,1,1,56,1,1,2,1,1,62,6,2,20359.966796875
18596,88,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,230,2,1,2,1,2,47,10,3,69074.1640625
18596,105,12,160108,0,1,0,1,0,1,0,1,0,1,1,1,132,2,1,2,1,2,58,6,6,48765.49609375
18596,105,22,160108,0,1,0,1,0,0,0,1,0,1,8,9,55,1,1,2,1,2,62,6,1,12723.548828125
18596,152,11,160108,1,1,0,0,0,0,0,1,0,1,1,1,146,2,1,2,1,1,50,9,3,97714.9140625
18635,6,11,160108,0,1,0,0,0,0,0,1,0,1,1,1,37,2,1,2,2,2,28,4,1,15669.662109375
18635,159,11,160108,1,0,0,0,0,0,0,1,0,1,1,1,11,2,1,2,2,1,62,6,1,18654.08203125
18754,49,11,160108,0,1,0,1,1,1,0,0,0,1,1,7,0,2,2,2,2,2,71,5,3,10485.7294921875
18754,50,11,160108,0,1,0,1,1,0,0,0,0,1,1,7,0,1,1,2,1,1,63,5,3,34942.44921875
18754,51,11,160108,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,2,61,6,4,22969.986328125
18754,52,11,160108,0,1,0,1,1,1,0,0,0,1,1,7,0,2,2,2,2,1,81,3,2,19752.87890625
18762,94,11,160108,0,0,0,0,1,1,0,1,0,0,1,7,32,1,2,2,2,1,62,5,2,2905.65600585938
18762,96,11,160108,0,0,0,0,1,1,0,1,0,0,1,8,0,2,2,2,2,1,70,3,1,3390.61083984375
18762,97,11,160108,0,1,0,0,1,1,0,1,0,1,1,7,30,1,1,2,1,2,29,6,4,64555.8828125
18762,99,11,160108,0,0,0,0,1,1,0,1,0,0,1,7,27,1,1,2,1,1,36,5,2,12688.0322265625
18754,204,11,160108,0,0,0,0,1,1,0,0,0,1,1,1,0,2,1,2,2,1,58,4,4,15943.0390625
18754,205,11,160108,0,0,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,2,29,5,3,3841.9677734375
18754,207,11,160108,0,0,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,46,6,4,13719.2294921875
18754,208,11,160108,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,43,5,5,18297.068359375
18719,45,11,160110,0,0,0,0,1,1,0,0,0,0,1,9,0,2,2,2,2,1,63,6,7,10820.234375
18719,46,11,160110,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,2,49,4,2,6581.2666015625
18719,47,11,160110,0,0,0,0,1,1,0,0,0,0,1,9,0,2,2,2,2,1,32,3,6,29889.767578125
18719,48,11,160110,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,41,6,8,26925.068359375
18719,163,11,160110,0,0,0,0,1,1,0,1,0,1,1,7,18,2,2,2,2,1,64,6,8,16713.337890625
18719,164,11,160110,0,0,0,0,1,1,0,1,0,0,1,7,12,2,2,2,2,1,67,6,9,16265.7890625
18719,165,11,160110,0,0,0,0,1,1,0,1,0,1,1,8,16,2,2,2,2,1,44,6,9,26559.7265625
18719,166,11,160110,0,0,0,0,1,1,0,1,0,1,1,7,18,2,1,2,2,2,41,6,5,6294.390625
18608,41,11,160112,0,1,0,1,0,0,0,1,0,1,1,7,15,2,1,2,2,1,71,3,1,7615
18579,9,12,160112,0,1,0,0,0,1,0,0,0,1,1,9,0,2,1,2,2,1,58,6,4,34262.9453125
18579,9,22,160112,0,1,0,1,0,0,0,0,0,1,8,9,0,2,1,2,2,1,42,6,6,49035.9140625
18603,13,11,160112,0,1,0,1,0,1,0,1,0,1,1,7,41,2,1,2,1,1,49,9,8,55841.75
18603,26,11,160112,0,1,0,1,0,0,0,1,0,1,1,7,57,2,1,2,1,1,53,5,11,135810.078125
18603,39,11,160112,0,1,0,0,0,0,0,1,0,1,1,7,77,1,1,2,2,2,40,6,3,27620.7265625
18603,52,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,52,1,1,2,1,1,47,10,4,39376.2734375
18603,103,11,160112,0,1,0,1,0,0,0,1,0,1,1,7,14,2,1,2,2,1,55,6,5,6925.81201171875
18603,115,11,160112,0,1,0,0,0,0,0,1,0,1,1,7,21,1,2,2,2,1,50,3,2,15338.0078125
18589,81,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,52,2,1,2,1,2,39,6,2,24698.228515625
18579,57,11,160112,0,1,0,0,1,0,0,1,0,1,1,7,35,1,1,2,2,1,45,6,6,39275.28125
18579,89,11,160112,0,0,0,1,0,0,0,1,0,1,1,9,12,2,2,2,2,1,40,6,1,9461
18579,105,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,132,2,1,2,1,1,70,6,7,18097
18594,96,11,160112,0,0,0,1,1,0,0,1,0,0,1,7,12,2,2,2,2,2,65,5,2,4316.4853515625
18594,54,11,160112,0,0,0,0,1,0,0,1,0,1,1,8,40,2,1,2,1,2,57,7,4,14667.9140625
18594,75,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,42,1,1,2,1,1,63,8,2,25683.10546875
18594,115,11,160112,0,0,0,1,1,0,0,0,0,1,1,8,0,2,1,2,2,1,44,5,1,704.396423339844
18579,73,11,160112,0,0,0,1,1,0,0,1,0,1,1,1,18,2,2,2,2,2,67,6,2,18522.83203125
18630,11,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,7,2,1,2,2,1,57,4,1,1882.41430664063
18568,55,11,160112,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,2,1,2,78,6,4,90301.6171875
18568,103,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,78,1,1,2,1,2,74,5,2,37174.703125
18630,75,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,45,1,1,2,1,2,40,8,1,55451.28125
18638,67,11,160112,0,1,0,1,0,0,0,1,0,1,1,8,20,2,1,2,2,1,66,6,8,34463.75390625
18589,97,11,160112,0,1,0,0,0,0,0,1,1,1,1,1,42,1,1,2,1,1,76,11,2,92371.8046875
18646,11,11,160112,0,1,0,1,0,0,0,1,0,1,1,7,37,1,1,2,1,2,44,6,3,33234.765625
18652,15,11,160112,0,1,0,1,0,0,0,1,0,1,1,8,79,2,2,2,2,2,46,10,6,68806.671875
18646,25,11,160112,0,0,0,0,0,0,0,1,0,1,1,7,8,2,1,2,2,1,33,9,2,11379.1904296875
18646,54,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,25,2,1,2,1,2,44,5,7,32759.671875
18646,69,11,160112,0,1,0,1,0,0,0,1,0,1,1,9,9,1,2,2,2,1,75,9,7,44565.3046875
18646,98,11,160112,0,1,0,1,0,0,0,1,0,1,1,8,65,2,1,2,1,2,71,5,2,18585.076171875
18589,65,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,184,1,1,2,1,1,42,10,6,92502.328125
18652,73,11,160112,0,0,0,1,1,0,0,1,0,0,1,1,39,1,2,2,1,1,78,6,3,9544
18652,94,11,160112,0,1,0,1,0,0,0,1,0,1,1,8,23,1,2,2,2,2,43,9,7,33108.375
18652,49,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,176,2,1,2,1,2,58,10,2,97520.796875
18652,35,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,116,2,1,2,1,1,60,10,5,70278.890625
18652,138,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,72,2,2,2,1,2,49,9,2,32257.8984375
18614,51,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,79,2,1,2,2,1,29,11,1,97000.640625
18614,33,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,48,2,1,2,1,1,39,11,2,51551.9453125
18614,68,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,63,1,1,2,1,1,37,11,3,81771.484375
18614,86,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,55,1,1,2,1,2,43,8,3,92327.1171875
18614,122,11,160112,0,1,0,0,0,0,0,1,0,1,1,8,150,2,1,2,2,2,56,6,2,16625.056640625
18594,1,11,160112,0,1,0,0,0,1,0,1,0,1,1,7,71,1,1,2,2,2,67,6,11,162137.8125
