CONGLOME,VIVIENDA,HOGAR,UBIGEO,P1131,P1132,P1133,P1135,P1136,P1137,P1139,P1121,P1141,P1142,P101,P102,P1172$02,radio,tv_color,tv_bn,refrigeradora,P207,P208A,P301A,MIEPERHO,INGHOG2D
18638,4,11,160112,0,0,0,1,0,1,0,1,0,1,1,9,7,1,1,2,2,1,51,6,2,6061.025390625
18638,15,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,19,1,1,1,2,2,72,8,2,25726.6953125
18579,25,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,50,2,2,2,2,2,39,7,6,75007.09375
18582,38,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,195,2,1,2,1,2,41,8,4,73838.5546875
18582,44,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,92,2,1,2,1,2,44,10,4,66796.8046875
18589,122,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,68,2,1,2,1,2,48,8,2,5863.59814453125
18608,8,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,102,2,1,2,1,1,65,9,1,20924
18608,31,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,52,2,1,2,1,2,55,6,2,26241
18614,104,11,160112,0,0,0,0,0,0,0,1,0,1,1,7,0,2,1,2,1,1,71,4,1,11819.2470703125
18646,40,11,160112,0,0,0,1,0,1,0,1,0,1,1,9,37,1,2,2,2,1,53,6,5,25583.564453125
18600,27,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,142,2,1,2,1,2,60,10,4,160103.03125
18623,22,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,176,2,1,2,1,2,52,8,5,75047.71875
18623,73,11,160112,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,2,2,1,51,5,1,13301.0166015625
18623,99,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,60,2,1,2,1,1,61,6,5,103636.21875
18623,124,11,160112,0,1,0,1,0,0,0,1,0,1,1,9,68,1,1,2,1,1,78,9,3,21809.96875
18623,175,11,160112,0,1,0,1,0,0,0,1,0,0,1,9,21,2,2,2,2,1,88,6,2,10925.44140625
18608,74,11,160112,0,1,0,1,0,0,0,1,0,1,1,9,65,2,1,2,1,2,73,6,2,26453.267578125
18600,60,11,160112,0,1,0,0,0,0,0,1,1,1,1,1,234,1,1,2,1,1,80,10,6,164052.90625
18600,43,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,120,1,1,2,1,2,46,11,5,145806.75
18600,110,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,151,1,1,2,1,1,73,11,7,99069.3203125
18623,150,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,189,2,1,2,1,1,67,11,8,133645.65625
18600,143,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,50,2,2,2,2,2,40,5,2,22135.27734375
18600,94,11,160112,1,1,0,0,1,0,0,1,0,1,1,1,55,2,1,2,1,1,44,8,4,57000.77734375
18600,160,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,124,2,1,2,1,1,52,6,6,45444.18359375
18600,177,11,160112,0,1,0,1,0,0,0,1,0,1,1,1,146,1,1,2,1,1,50,11,3,79221.7734375
18568,59,11,160112,1,1,0,0,0,0,0,1,1,1,1,1,235,2,1,2,2,1,59,10,6,126927
18568,64,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,44,1,1,2,1,1,75,6,1,16716.802734375
18582,13,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,52,2,1,2,1,1,29,9,4,29082.390625
18582,24,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,58,1,1,2,1,1,53,11,2,92505.875
18582,32,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,204,1,1,2,1,1,33,99,3,30152.603515625
18589,7,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,58,1,1,2,1,2,48,8,3,48225.7265625
18589,22,11,160112,1,1,0,0,0,0,0,1,0,1,1,1,123,2,1,2,1,2,54,10,4,68191.8828125
18589,49,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,284,2,1,2,1,1,72,10,8,148339
18589,136,11,160112,1,1,0,1,0,0,0,1,0,1,1,1,108,1,1,2,1,1,58,9,5,64452.03125
18568,3,11,160112,1,1,0,1,0,0,0,1,0,1,2,1,146,1,1,2,1,1,44,99,4,24349.009765625
18568,10,12,160112,0,1,0,0,0,0,0,1,0,1,1,1,38,2,1,2,1,1,40,6,4,67379.2890625
18568,10,22,160112,0,0,0,0,0,0,0,1,0,1,8,9,29,1,1,2,2,1,36,6,1,17919.283203125
18568,126,11,160112,0,1,0,0,0,0,0,1,0,1,1,1,116,1,1,2,1,2,54,10,2,42546.59375
18608,52,11,160112,0,0,0,1,1,0,0,0,0,1,1,7,0,2,2,2,2,1,67,6,5,46678.37109375
18734,9,11,160112,0,0,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,2,46,5,5,10090.400390625
18734,10,11,160112,0,0,0,0,1,1,0,0,0,0,5,8,0,2,2,2,2,1,34,4,6,5254.09423828125
18734,11,11,160112,0,0,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,39,6,5,9417.681640625
18734,12,11,160112,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,73,6,5,8561.744140625
20559,34,11,160112,0,0,0,1,0,1,0,1,0,1,1,8,8,1,2,2,2,1,55,6,1,14394.9345703125
20559,33,11,160112,0,1,0,0,0,0,0,1,0,1,1,8,12,1,1,2,2,1,40,8,3,61265.4765625
20559,35,11,160112,0,1,0,0,0,1,0,0,0,1,1,7,0,2,2,2,2,2,39,6,5,53711.4375
20559,36,11,160112,0,0,0,0,0,1,0,1,0,1,1,7,0,2,2,2,2,1,48,4,5,11442.05859375
20559,125,11,160112,0,0,0,0,1,0,0,1,0,1,1,7,13,1,1,2,2,1,40,6,3,6070.54443359375
20559,126,11,160112,0,0,0,1,1,0,0,1,0,1,1,7,11,2,1,2,1,1,33,5,4,17747.615234375
20559,128,11,160112,0,0,0,0,1,1,0,1,0,1,1,7,0,2,1,2,2,1,47,6,6,57668.92578125
20559,127,11,160112,0,1,0,0,0,1,0,1,0,1,1,1,0,2,2,2,1,1,31,6,4,26223.4375
18734,54,11,160112,0,0,0,0,1,0,0,0,0,0,5,9,0,2,2,2,2,1,33,5,5,3791.17724609375
18734,55,11,160112,0,0,0,0,1,0,0,1,0,1,1,7,11,2,1,2,1,1,54,5,6,39544.609375
18734,56,11,160112,0,0,0,0,1,0,0,1,0,1,1,7,11,2,1,2,2,1,36,5,6,10998.8486328125
18734,57,11,160112,0,0,0,0,1,0,0,1,0,0,1,7,9,1,1,2,2,1,45,5,6,11252.0302734375
18602,54,11,160113,0,0,0,0,0,1,0,1,0,1,1,1,59,2,1,2,1,1,64,9,7,93112.921875
18609,86,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,67,2,1,2,1,1,39,9,5,47906.4453125
18639,33,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,20,2,1,2,2,1,31,6,4,28071.341796875
18639,134,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,55,2,1,2,1,2,34,7,7,78975.953125
18639,13,11,160113,0,1,0,1,0,0,0,1,0,1,1,9,10,2,1,2,2,1,25,6,3,39146.33203125
18645,3,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,81,1,1,2,1,2,62,8,3,37792.26171875
18645,16,11,160113,0,1,0,0,0,1,0,1,0,1,1,1,50,2,2,2,2,2,33,6,6,22011.404296875
18645,51,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,33,2,1,2,2,1,69,10,6,42495.6484375
18645,76,11,160113,1,0,0,0,0,0,0,1,0,1,1,1,54,1,1,2,2,1,50,6,4,42976.328125
18570,14,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,45,2,1,2,1,1,62,9,4,27846.3046875
18570,91,11,160113,0,1,0,0,1,0,0,1,0,1,1,8,40,2,1,2,1,2,37,9,4,45656.23828125
18654,80,11,160113,0,1,0,1,0,1,0,1,0,1,1,1,52,2,2,2,1,2,45,10,4,32191.15234375
18617,32,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,16,2,1,2,1,1,38,6,5,55172.296875
18570,111,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,87,2,1,2,1,1,74,5,2,20664.06640625
18570,161,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,99,2,1,2,1,1,61,8,5,44209.6328125
18637,122,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,19,1,1,2,1,1,62,6,6,46707.3359375
18591,44,11,160113,0,1,0,1,1,0,0,1,0,1,1,9,16,2,1,2,2,1,64,8,5,39483.17578125
18591,63,11,160113,0,0,0,1,1,0,0,1,0,1,1,7,9,1,1,2,2,2,58,10,3,57412.48046875
18591,87,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,194,2,1,2,1,2,47,8,3,38821.9921875
18591,110,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,2,2,1,24,9,1,21590.03515625
18591,157,11,160113,0,1,0,1,1,0,0,1,0,1,1,1,79,2,1,2,1,2,45,6,4,44460.19921875
18591,177,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,60,1,1,2,1,1,44,10,4,67180.75
18637,100,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,37,2,1,2,1,2,51,11,4,71395.3671875
18654,114,11,160113,0,0,0,1,0,0,0,0,0,1,1,8,0,2,2,2,2,2,31,5,3,15980.1240234375
18620,105,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,80,2,1,2,1,2,53,10,2,65387.59375
18654,14,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,23,2,2,2,1,2,47,6,4,59006.04296875
18570,38,11,160113,0,1,0,0,1,0,0,1,0,1,1,8,51,2,1,2,1,1,45,6,7,58168.703125
18570,56,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,50,2,1,2,1,1,51,6,7,43684.03515625
18629,38,11,160113,0,1,0,0,0,1,0,1,0,1,1,1,13,1,1,2,2,2,67,9,3,32032.55859375
18629,77,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,120,1,1,2,1,1,46,7,5,94096.109375
18629,96,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,195,1,1,2,1,1,45,10,5,115676.140625
18629,115,11,160113,0,1,0,1,0,1,0,1,0,1,1,7,38,1,1,2,1,1,60,4,2,19886.291015625
18629,154,11,160113,0,1,0,0,0,1,0,1,0,1,1,1,25,1,1,2,1,2,56,8,3,31525.33984375
18620,31,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,72,2,1,2,1,1,59,7,4,28988.701171875
18620,77,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,150,1,1,2,2,1,40,10,5,31229.52734375
18607,83,11,160113,0,1,0,1,0,1,0,1,0,1,1,5,12,1,1,2,2,2,77,6,5,31075.013671875
18654,97,11,160113,0,1,0,1,0,1,0,1,0,1,1,1,32,1,2,2,2,1,54,9,4,18844.0703125
18648,66,11,160113,0,1,0,0,0,0,0,1,0,1,1,7,28,1,1,2,1,1,40,6,4,29510.580078125
18569,15,11,160113,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,2,1,79,4,1,5861.66650390625
18569,33,11,160113,0,0,0,1,1,0,0,1,0,1,1,1,29,2,1,2,2,2,57,3,2,20231.59375
18569,66,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,76,2,1,2,1,2,44,10,3,70202.953125
18569,116,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,130,2,2,2,2,2,71,6,4,32573.17578125
18624,55,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,146,1,1,2,1,2,42,10,5,109517.5234375
18624,40,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,56,1,1,2,1,1,44,9,4,32876.87890625
18624,62,11,160113,0,0,0,1,1,0,0,1,0,1,1,1,45,1,1,2,2,1,40,6,5,20582.5390625
18569,130,11,160113,0,1,0,1,1,0,0,1,0,1,1,1,25,2,1,2,2,1,47,8,7,36604.07421875
18569,83,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,108,2,1,2,1,2,53,7,5,87835
18609,8,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,12,2,1,2,2,1,58,8,2,48452.49609375
18617,84,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,65,2,1,2,1,2,52,5,4,56839.44921875
18622,22,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,61,1,1,2,1,2,66,10,7,74806.140625
18577,93,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,117,2,1,2,1,2,29,10,2,37411.296875
18617,15,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,253,2,1,2,1,1,40,10,5,122725.875
18617,50,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,84,1,1,2,1,1,29,9,4,32111.365234375
18617,102,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,79,2,2,2,1,1,43,10,6,78634.21875
18655,27,11,160113,0,1,0,1,0,0,0,1,0,1,1,9,66,2,1,2,1,1,37,6,4,54616.421875
18655,39,11,160113,0,0,0,0,0,1,0,1,0,0,1,7,15,1,2,2,2,1,60,4,1,16010
18655,49,11,160113,0,1,0,1,0,0,0,1,0,0,1,9,30,2,1,2,1,2,58,5,3,48669.109375
18655,57,11,160113,0,1,0,1,0,1,0,1,0,1,1,7,15,2,2,2,2,2,36,6,4,11970.46484375
18586,2,11,160113,0,0,0,1,0,1,0,1,0,1,1,9,8,1,1,2,1,2,45,5,4,34727.2265625
18586,34,11,160113,0,1,0,1,0,0,0,1,0,1,1,9,9,2,2,2,2,2,64,4,2,11899.859375
18586,49,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,31,2,1,2,1,2,36,5,2,19758.357421875
18586,65,11,160113,0,0,0,1,0,1,0,1,0,1,1,1,35,2,1,2,1,1,64,6,5,16048.7666015625
18586,81,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,63,2,1,2,1,1,62,11,3,34481
18586,97,11,160113,0,1,0,1,1,0,0,1,0,1,1,7,23,2,2,2,1,1,35,4,5,25986.119140625
18615,177,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,146,1,1,2,1,1,62,10,3,62398.54296875
18615,211,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,98,2,1,2,1,1,35,7,5,60584.12109375
18655,18,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,18,2,1,2,2,1,40,8,5,19755.80859375
18624,186,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,23,2,1,2,2,1,48,5,4,57885.45703125
18624,48,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,110,2,1,2,1,1,26,8,7,110137.0625
18617,67,11,160113,0,1,0,1,0,1,0,1,0,1,1,1,45,1,1,2,1,1,39,6,5,35778.90234375
18615,2,11,160113,0,0,0,1,1,0,0,1,0,1,1,8,59,1,2,2,1,2,42,8,7,46301.58984375
18615,39,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,99,2,1,2,1,1,60,6,4,40378.0546875
18615,245,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,140,2,1,2,1,1,57,9,4,76275.2421875
18584,85,11,160113,0,0,0,1,0,0,0,1,0,0,1,8,76,1,1,2,1,1,45,3,4,38820.7421875
18584,101,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,84,2,2,2,2,2,23,9,2,15043.9384765625
18605,20,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,70,2,1,2,2,1,59,8,5,28827.978515625
18605,227,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,110,1,1,2,1,1,54,6,9,21452.833984375
18605,168,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,14,2,2,2,2,1,71,8,5,49749.13671875
18648,99,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,42,2,1,2,1,1,42,9,5,48116.2734375
18620,81,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,0,2,1,2,2,1,37,9,2,48178
18584,4,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,69,2,1,2,1,1,49,8,4,49254.15234375
18622,14,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,50,1,1,2,1,1,71,9,4,80193.109375
18622,16,11,160113,0,1,0,0,1,0,0,1,0,1,1,1,131,1,1,2,1,1,67,10,4,44103.10546875
18622,30,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,0,2,1,2,1,2,43,9,5,74022.2734375
18622,33,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,67,1,1,2,1,1,70,11,2,94518.1015625
18622,34,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,76,1,1,2,1,1,64,10,3,92291.15625
18593,3,11,160113,0,1,0,1,1,0,0,1,0,1,1,1,38,1,2,2,2,1,29,6,4,44712.953125
18593,48,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,76,2,1,2,1,1,54,10,4,49324.984375
18593,69,13,160113,1,1,0,0,0,0,0,1,0,1,1,1,65,2,1,2,1,1,40,6,7,64254.03515625
18593,69,23,160113,0,0,0,0,0,0,0,1,0,1,8,9,19,2,2,2,2,1,25,6,2,43495.15234375
18593,69,33,160113,0,0,0,0,0,0,0,1,0,1,8,9,20,2,2,2,2,1,19,6,3,36611.953125
18648,78,11,160113,0,0,0,0,0,1,0,0,0,1,1,9,0,2,1,2,1,2,35,6,4,8935.4755859375
18595,42,11,160113,0,1,0,1,0,1,0,1,0,1,1,7,6,2,2,2,2,1,45,5,6,16772.0234375
18605,256,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,92,2,1,2,1,1,51,10,3,109975.84375
20763,67,11,160113,1,1,0,1,0,0,0,1,0,0,1,1,50,1,1,2,1,2,44,8,5,27524.20703125
18577,18,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,18,2,1,2,2,1,37,6,3,27146.796875
18577,37,12,160113,0,1,0,1,0,0,0,1,0,1,1,1,45,2,1,2,1,2,39,7,4,150749
18577,37,22,160113,0,1,0,1,1,0,0,1,0,1,8,9,30,2,1,2,1,1,43,6,4,37079.02734375
18577,74,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,95,2,1,2,1,2,25,11,4,207718.859375
18648,59,11,160113,0,0,0,1,0,1,0,1,0,1,1,8,28,1,1,2,2,2,68,9,6,27690.994140625
18648,54,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,44,2,1,2,1,1,87,6,3,16514
18577,113,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,20,1,2,2,2,1,66,6,5,38405.04296875
18577,132,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,90,2,1,2,1,2,64,7,5,42738.453125
18593,36,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,35,1,1,2,2,2,50,6,4,42179.921875
18593,78,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,2,2,2,44,6,4,28773
18593,87,11,160113,0,1,0,0,0,0,0,1,0,1,1,8,9,2,2,2,2,1,26,5,4,21373.154296875
18620,67,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,126,1,1,2,1,1,59,9,3,46784
18609,71,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,150,1,1,2,1,2,37,7,5,89785.28125
20763,2,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,71,1,1,2,1,1,71,7,4,42969.08203125
20763,51,11,160113,1,1,0,0,0,0,0,1,0,1,1,7,45,2,1,2,1,1,65,7,1,20090.810546875
20763,83,11,160113,1,1,0,0,1,0,0,1,0,1,1,8,17,2,2,2,2,1,39,6,5,39697.2421875
20763,99,11,160113,0,1,0,1,0,0,0,1,0,1,1,9,136,2,1,2,1,1,43,6,5,90544.65625
18595,57,11,160113,0,1,0,0,1,0,0,1,0,1,1,7,10,2,1,2,2,1,76,3,2,9906.2841796875
18595,72,11,160113,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,45,5,7,27414.740234375
18595,136,11,160113,0,1,0,1,0,0,0,1,0,1,1,9,34,1,1,2,2,1,49,5,3,19158.984375
20763,23,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,80,1,2,2,1,2,55,9,6,175168.046875
18609,24,11,160113,0,1,0,0,1,0,0,1,0,1,1,1,50,2,2,2,2,1,63,6,5,43406.78515625
18609,55,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,17,2,2,2,2,1,73,5,7,32815.28125
18609,102,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,88,1,1,2,1,1,48,10,4,39023.375
18584,36,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,100,1,1,2,2,1,56,99,3,47176.01953125
18584,115,13,160113,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,2,2,2,54,6,3,43176.92578125
18584,115,23,160113,0,1,0,0,0,0,0,1,0,1,8,9,34,2,2,2,2,1,38,9,1,49587.30078125
18605,197,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,82,2,1,2,1,2,59,6,4,57995.00390625
18637,16,11,160113,0,1,0,1,0,0,0,1,0,1,1,8,35,1,2,2,1,2,32,6,4,61611.328125
18637,79,11,160113,0,0,0,1,0,1,0,1,0,1,1,8,57,1,1,1,2,2,51,4,2,26920.029296875
18607,66,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,77,2,1,2,1,1,37,6,3,43746.30859375
18607,31,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,40,2,1,2,2,1,29,9,4,32533.83984375
18645,39,11,160113,0,1,0,1,0,1,0,1,0,1,1,7,27,1,1,2,1,2,52,6,8,49989.90234375
18627,123,11,160113,0,0,1,0,0,0,0,1,0,1,1,1,56,2,1,2,1,2,59,9,2,29364.916015625
18602,70,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,126,2,1,2,1,1,59,10,2,112711.9765625
18602,104,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,37,2,1,2,1,2,73,10,1,16852.4765625
18602,134,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,109,1,1,2,1,1,34,4,5,27524.55859375
18627,15,11,160113,1,1,0,0,0,0,0,1,0,1,1,1,97,2,1,2,1,1,30,10,4,111161.5625
18607,14,11,160113,0,0,0,1,0,0,0,1,0,1,1,9,23,2,1,2,2,1,35,5,4,37773.11328125
18607,49,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,116,2,1,2,1,1,57,10,5,133982.453125
18607,118,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,166,2,1,2,1,2,45,10,4,43059.13671875
18627,1,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,116,2,1,2,1,1,32,8,3,55738.98828125
18627,28,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,35,1,1,2,1,2,33,5,3,17041.017578125
18627,42,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,75,1,1,2,2,1,31,10,1,42461.40625
18627,55,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,180,1,1,2,1,2,65,11,3,156402.171875
18627,69,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,68,1,1,2,1,1,77,9,6,174130.671875
18595,87,11,160113,0,1,0,0,0,0,0,1,0,1,1,8,25,1,2,2,2,1,35,6,3,46261.5859375
18602,26,11,160113,0,0,0,0,0,1,0,1,0,1,1,7,15,2,1,2,1,1,52,6,6,37248.3515625
18615,108,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,37,2,1,2,1,1,65,8,1,38007.27734375
18654,31,11,160113,0,1,0,0,0,0,0,1,0,0,1,7,10,2,2,2,2,1,69,6,1,17261.5703125
18654,63,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,19,2,1,2,1,2,35,6,1,28658.9140625
18655,8,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,20,1,1,2,2,1,30,6,4,18277.08203125
18645,64,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,61,1,1,2,1,2,46,10,8,123402.6328125
18624,35,11,160113,0,0,0,0,1,0,0,1,0,1,1,8,15,1,2,2,2,2,70,4,1,5133.04296875
18725,37,11,160113,0,1,0,0,0,0,0,1,0,1,1,7,0,1,2,2,2,1,38,6,6,34347.421875
18743,77,11,160113,1,1,0,1,1,0,0,1,0,1,1,8,69,1,1,2,2,1,28,6,4,42042.1015625
18743,78,11,160113,0,0,0,0,1,0,0,1,0,1,1,7,12,2,2,2,2,2,42,3,7,19485.849609375
18743,80,11,160113,0,0,0,0,1,1,0,1,0,1,5,7,8,2,1,2,2,1,47,7,6,27940.716796875
18743,355,11,160113,0,0,0,0,0,1,0,1,0,1,1,1,54,1,1,2,1,1,51,6,4,39284.640625
18743,356,11,160113,0,1,0,0,1,0,0,1,0,1,1,1,35,2,1,2,1,2,46,6,4,20935.427734375
18743,359,11,160113,0,0,0,0,1,0,0,1,0,1,1,7,5,1,2,2,2,1,69,4,1,7460.89794921875
18743,360,11,160113,0,0,0,1,1,0,0,1,0,1,1,1,32,2,1,2,1,2,69,7,3,29536.322265625
18743,357,11,160113,0,1,0,0,0,0,0,1,0,1,1,8,79,1,1,2,1,1,47,9,4,74080.0390625
18610,123,11,160113,0,1,0,1,0,1,0,1,0,1,1,7,9,1,2,2,2,1,44,7,5,45088.15625
18610,73,11,160113,0,1,0,0,0,0,0,1,0,1,1,8,18,2,2,2,2,2,40,5,3,36797.390625
18610,6,11,160113,0,0,0,1,0,1,0,1,0,1,1,7,17,1,2,2,2,1,65,6,2,14993.84375
18610,56,11,160113,0,0,0,1,1,0,0,1,0,0,1,9,0,1,1,2,2,1,76,3,2,9534.23828125
18610,23,11,160113,0,0,0,1,0,0,0,1,0,0,1,7,20,1,1,2,2,1,59,6,1,7166.740234375
18610,40,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,140,1,1,2,2,1,51,8,10,93685.703125
18625,23,11,160113,1,1,0,1,0,0,0,1,0,1,1,1,34,1,1,2,1,1,68,9,3,55257.51953125
18625,112,11,160113,0,1,0,0,0,1,0,1,0,1,1,7,0,2,1,2,2,1,45,6,9,52266.5
18625,76,11,160113,0,1,0,0,0,0,0,1,0,1,1,7,20,1,1,2,2,1,42,6,4,23266.744140625
18625,94,11,160113,0,1,0,0,0,1,0,1,0,1,1,7,0,1,2,2,1,2,34,6,5,61063.703125
18725,142,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,17,1,2,2,2,1,68,8,2,15226.044921875
18725,150,11,160113,0,1,0,0,0,0,0,1,0,1,1,7,15,2,1,2,2,1,71,6,3,29727.126953125
18725,148,11,160113,0,1,0,0,1,0,0,1,0,1,1,7,28,2,1,2,1,1,36,6,6,9743.27734375
18725,149,11,160113,0,0,0,0,1,0,0,1,0,1,1,8,0,2,2,2,2,1,71,6,1,7442.091796875
18725,38,11,160113,0,0,0,0,0,0,0,1,0,1,1,8,15,1,1,2,2,1,35,3,1,17552.54296875
18725,40,11,160113,0,1,0,1,0,0,0,1,0,1,1,1,78,2,1,2,1,2,45,6,6,39755.7265625
18725,143,11,160113,0,0,0,1,1,1,0,1,0,1,1,1,35,2,1,2,2,1,34,6,4,44261.25390625
18714,13,11,160113,0,0,0,0,1,1,0,1,0,1,1,7,7,2,2,2,2,1,45,6,6,16650.21484375
18714,95,11,160113,0,0,0,0,1,0,0,0,0,1,1,7,0,1,1,2,2,2,53,5,2,19710.974609375
18714,97,11,160113,0,0,0,0,1,1,0,1,0,1,1,7,16,2,2,2,1,1,49,4,3,18732.85546875
18714,14,11,160113,0,0,0,0,1,0,0,1,0,1,1,7,48,1,1,2,2,2,46,6,15,92243.265625
18714,15,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,27,2,2,2,2,1,29,6,3,26344
18714,96,11,160113,0,0,0,1,1,1,0,1,0,1,1,7,11,2,1,2,2,2,78,3,3,5871.3408203125
